locus.name	type	includes.genes	locus.altname1	locus.altname2	locus.altname3	Weinell2024.alignments
locus1120	REE	MASP2	WeinellEntry1348	REE_1109	sample66_0000002194	TRUE
locus1121	REE	LOC106550523	WeinellEntry1349	REE_1110	sample66_0000002195	TRUE
locus1122	REE	LOC106551962	WeinellEntry1351	REE_1111	sample66_0000002196	TRUE
locus1123	REE	LOC106554522	WeinellEntry1352	REE_1112	sample66_0000002197	TRUE
locus1124	REE	LOC106554410	WeinellEntry1353	REE_1113	sample66_0000002198	TRUE
locus1125	REE	AGT	WeinellEntry1354	REE_1114	sample66_0000002199	TRUE
locus1126	REE	PTHLH	WeinellEntry1355	REE_1115	sample66_0000002200	TRUE
locus1127	REE	LOC106548818	WeinellEntry1356	REE_1116	sample66_0000002201	TRUE
locus1128	REE	LOC106538572	WeinellEntry1357	REE_1117	sample66_0000002202	TRUE
locus1129	REE	LOC106552046	WeinellEntry1358	REE_1118	sample66_0000002203	TRUE
locus1130	REE	LOC106543745	WeinellEntry1359	REE_1119	sample66_0000002204	TRUE
locus1131	REE	LOC106551848	WeinellEntry1360	REE_1120	sample66_0000002205	TRUE
locus1132	REE	LOC106542110	WeinellEntry1362	REE_1121	sample66_0000002207	TRUE
locus1133	REE	DHX57	WeinellEntry1363	REE_1122	sample66_0000002208	TRUE
locus1134	REE	PLAU	WeinellEntry1364	REE_1123	sample66_0000002209	TRUE
locus1135	REE	ARF1	WeinellEntry1365	REE_1124	sample66_0000002210	TRUE
locus1136	REE	LOC106547075	WeinellEntry1366	REE_1125	sample66_0000002211	TRUE
locus1137	REE	EPPK1	WeinellEntry1367	REE_1126	sample66_0000002212	TRUE
locus1138	REE	EDNRA	WeinellEntry1368	REE_1127	sample66_0000002213	TRUE
locus1139	REE	PPP1R13L	WeinellEntry1369	REE_1128	sample66_0000002214	TRUE
locus1140	REE	TVP23A	WeinellEntry1372	REE_1129	sample66_0000002215	TRUE
locus1141	REE	LOC106556216	WeinellEntry1373	REE_1130	sample66_0000002216	TRUE
locus1142	REE	LOC106557179	WeinellEntry1375	REE_1131	sample66_0000002217	TRUE
locus1143	REE	BTLA	WeinellEntry1376	REE_1132	sample66_0000002220	TRUE
locus1144	REE	LOC106546431	WeinellEntry1378	REE_1133	sample66_0000002221	TRUE
locus1145	REE	DDX58	WeinellEntry1380	REE_1134	sample66_0000002222	TRUE
locus1146	REE	F13B	WeinellEntry1381	REE_1135	sample66_0000002223	TRUE
locus1147	REE	LOC106541566	WeinellEntry1382	REE_1136	sample66_0000002224	TRUE
locus1148	REE	LOC106556765	WeinellEntry1383	REE_1137	sample66_0000002225	TRUE
locus1149	REE	LOC106544720	WeinellEntry1384	REE_1138	sample66_0000002226	TRUE
locus1150	REE	PPM1D	WeinellEntry1385	REE_1139	sample66_0000002227	TRUE
locus1151	REE	LOC106540135	WeinellEntry1386	REE_1140	sample66_0000002228	TRUE
locus1152	REE	LOC106554576	WeinellEntry1387	REE_1141	sample66_0000002229	TRUE
locus1153	REE	LOC106546412	WeinellEntry1388	REE_1142	sample66_0000002230	TRUE
locus1154	REE	MAP3K11	WeinellEntry1389	REE_1143	sample66_0000002231	TRUE
locus1155	REE	APOF	WeinellEntry1390	REE_1144	sample66_0000002232	TRUE
locus1156	REE	TRPS1	WeinellEntry1391	REE_1145	sample66_0000002233	TRUE
locus1157	REE	ZNF318	WeinellEntry1393	REE_1146	sample66_0000002234	TRUE
locus1158	REE	ATP7A	WeinellEntry1394	REE_1147	sample66_0000002235	TRUE
locus1159	REE	LOC106555371	WeinellEntry1395	REE_1148	sample66_0000002236	TRUE
locus1160	REE	SLC5A10	WeinellEntry1396	REE_1149	sample66_0000002237	TRUE
locus1161	REE	LIFR	WeinellEntry1397	REE_1150	sample66_0000002238	TRUE
locus1162	REE	CDH15	WeinellEntry1398	REE_1151	sample66_0000002239	TRUE
locus1163	REE	RANBP2	WeinellEntry1399	REE_1152	sample66_0000002241	TRUE
locus1164	REE	DAGLB	WeinellEntry1400	REE_1153	sample66_0000002243	TRUE
locus1165	REE	LOC106543091	WeinellEntry1401	REE_1154	sample66_0000002244	TRUE
locus1166	REE	USP31	WeinellEntry1402	REE_1155	sample66_0000002245	TRUE
locus1167	REE	NCOA4	WeinellEntry1403	REE_1156	sample66_0000002246	TRUE
locus1168	REE	CKAP2	WeinellEntry1404	REE_1157	sample66_0000002247	TRUE
locus1169	REE	YDJC	WeinellEntry1405	REE_1158	sample66_0000002248	TRUE
locus1170	REE	PIGQ	WeinellEntry1406	REE_1159	sample66_0000002249	TRUE
locus1171	REE	CH25H	WeinellEntry1407	REE_1160	sample66_0000002250	TRUE
locus1172	REE	C1S	WeinellEntry1408	REE_1161	sample66_0000002252	TRUE
locus1173	REE	LOC106549601	WeinellEntry1409	REE_1162	sample66_0000002253	TRUE
locus1174	REE	LOC106550010	WeinellEntry1410	REE_1163	sample66_0000002254	TRUE
locus1175	REE	LOC106545625	WeinellEntry1411	REE_1164	sample66_0000002255	TRUE
locus1176	REE	CTSS	WeinellEntry1413	REE_1165	sample66_0000002256	TRUE
locus1177	REE	THRAP3	WeinellEntry1414	REE_1166	sample66_0000002257	TRUE
locus1178	REE	LOC106538896	WeinellEntry1415	REE_1167	sample66_0000002258	TRUE
locus1179	REE	DLEC1	WeinellEntry1416	REE_1168	sample66_0000002259	TRUE
locus1180	REE	SERPINE1	WeinellEntry1417	REE_1169	sample66_0000002260	TRUE
locus1181	REE	LOC106547094	WeinellEntry1418	REE_1170	sample66_0000002261	TRUE
locus1182	REE	LOC106539743	WeinellEntry1419	REE_1171	sample66_0000002262	TRUE
locus1183	REE	LOC106548839	WeinellEntry1420	REE_1172	sample66_0000002263	TRUE
locus1184	REE	LOC106537660	WeinellEntry1421	REE_1173	sample66_0000002264	TRUE
locus1185	REE	LOC106539409	WeinellEntry1422	REE_1174	sample66_0000002265	TRUE
locus1186	REE	LOC106555414	WeinellEntry1423	REE_1175	sample66_0000002266	TRUE
locus1187	REE	XKR9	WeinellEntry1424	REE_1176	sample66_0000002267	TRUE
locus1188	REE	LOC106548726	WeinellEntry1425	REE_1177	sample66_0000002268	TRUE
locus1189	REE	LOC106545282	WeinellEntry1426	REE_1178	sample66_0000002269	TRUE
locus1190	REE	LOC106548808	WeinellEntry1428	REE_1179	sample66_0000002270	TRUE
locus1191	REE	ALOX12B	WeinellEntry1429	REE_1180	sample66_0000002271	TRUE
locus1192	REE	LOC106544595	WeinellEntry1430	REE_1181	sample66_0000002272	TRUE
locus1193	REE	YTHDF3	WeinellEntry1431	REE_1182	sample66_0000002273	TRUE
locus1194	REE	LOC106556380	WeinellEntry1432	REE_1183	sample66_0000002274	TRUE
locus1195	REE	LOXL2	WeinellEntry1433	REE_1184	sample66_0000002275	TRUE
locus1196	REE	LOC106537846	WeinellEntry1434	REE_1185	sample66_0000002276	TRUE
locus1197	REE	TLX1	WeinellEntry1435	REE_1186	sample66_0000002277	TRUE
locus1198	REE	CHD2	WeinellEntry1436	REE_1187	sample66_0000002278	TRUE
locus1199	REE	LOC106555364	WeinellEntry1437	REE_1188	sample66_0000002279	TRUE
locus1200	REE	LOC106553321	WeinellEntry1438	REE_1189	sample66_0000002280	TRUE
locus1201	REE	KRI1	WeinellEntry1439	REE_1190	sample66_0000002282	TRUE
locus1202	REE	LOC106553536	WeinellEntry1440	REE_1191	sample66_0000002283	TRUE
locus1203	REE	LOC106554700	WeinellEntry1441	REE_1192	sample66_0000002284	TRUE
locus1204	REE	PHF24	WeinellEntry1442	REE_1193	sample66_0000002285	TRUE
locus1205	REE	LOC106539309	WeinellEntry1443	REE_1194	sample66_0000002286	TRUE
locus1206	REE	LOC106548760	WeinellEntry1444	REE_1195	sample66_0000002287	TRUE
locus1207	REE	TMEM79	WeinellEntry1445	REE_1196	sample66_0000002288	TRUE
locus1208	REE	LOC106549552	WeinellEntry1446	REE_1197	sample66_0000002289	TRUE
locus1209	REE	LRRC26	WeinellEntry1447	REE_1198	sample66_0000002290	TRUE
locus1210	REE	LOC106554453	WeinellEntry1448	REE_1199	sample66_0000002291	TRUE
locus1211	REE	SAXO2	WeinellEntry1449	REE_1200	sample66_0000002292	TRUE
locus1212	REE	LOC106549851	WeinellEntry1450	REE_1201	sample66_0000002293	TRUE
locus1213	REE	TRIM46	WeinellEntry1451	REE_1202	sample66_0000002294	TRUE
locus1214	REE	IQGAP3	WeinellEntry1452	REE_1203	sample66_0000002296	TRUE
locus1215	REE	LOC106545838	WeinellEntry1453	REE_1204	sample66_0000002297	TRUE
locus1216	REE	LOC106539126	WeinellEntry1454	REE_1205	sample66_0000002298	TRUE
locus1217	REE	LOC106553865	WeinellEntry1455	REE_1206	sample66_0000002299	TRUE
locus1218	REE	LOC106546090	WeinellEntry1457	REE_1207	sample66_0000002300	TRUE
locus1219	REE	LOC106538988	WeinellEntry1458	REE_1208	sample66_0000002301	TRUE
locus1220	REE	LOC106543403	WeinellEntry1459	REE_1209	sample66_0000002302	TRUE
locus1221	REE	LOC106548767	WeinellEntry1460	REE_1210	sample66_0000002303	TRUE
locus1222	REE	EME1	WeinellEntry1461	REE_1211	sample66_0000002304	TRUE
locus1223	REE	LOC106547981	WeinellEntry1462	REE_1212	sample66_0000002306	TRUE
locus1224	REE	TMEM106A	WeinellEntry1463	REE_1213	sample66_0000002307	TRUE
locus1225	REE	LOC106538147	WeinellEntry1464	REE_1214	sample66_0000002308	TRUE
locus1226	REE	DENND3	WeinellEntry1465	REE_1215	sample66_0000002309	TRUE
locus1227	REE	LOC106553246	WeinellEntry1467	REE_1216	sample66_0000002310	TRUE
locus1228	REE	RORC	WeinellEntry1468	REE_1217	sample66_0000002311	TRUE
locus1229	REE	FBXW8	WeinellEntry1469	REE_1218	sample66_0000002312	TRUE
locus1230	REE	LOC106553073	WeinellEntry1470	REE_1219	sample66_0000002313	TRUE
locus1231	REE	LOC106551910	WeinellEntry1471	REE_1220	sample66_0000002314	TRUE
locus1232	REE	HAUS4	WeinellEntry1472	REE_1221	sample66_0000002315	TRUE
locus1233	REE	LOC106547743	WeinellEntry1473	REE_1222	sample66_0000002316	TRUE
locus1234	REE	LOC106548246	WeinellEntry1474	REE_1223	sample66_0000002317	TRUE
locus1235	REE	LOC106543901	WeinellEntry1475	REE_1224	sample66_0000002318	TRUE
locus1236	REE	LOC106546202	WeinellEntry1476	REE_1225	sample66_0000002319	TRUE
locus1237	REE	MEGF9	WeinellEntry1477	REE_1226	sample66_0000002320	TRUE
locus1238	REE	ATAD5	WeinellEntry1478	REE_1227	sample66_0000002321	TRUE
locus1239	REE	SYPL1	WeinellEntry1479	REE_1228	sample66_0000002322	TRUE
locus1240	REE	LOC106543934	WeinellEntry1480	REE_1229	sample66_0000002323	TRUE
locus1241	REE	S100A5	WeinellEntry1481	REE_1230	sample66_0000002324	TRUE
locus1242	REE	COIL	WeinellEntry1482	REE_1231	sample66_0000002325	TRUE
locus1243	REE	PCLO	WeinellEntry1483	REE_1232	sample66_0000002326	TRUE
locus1244	REE	LOC106538711	WeinellEntry1484	REE_1233	sample66_0000002327	TRUE
locus1245	REE	LOC106538811	WeinellEntry1485	REE_1234	sample66_0000002328	TRUE
locus1246	REE	LOC106539574	WeinellEntry1486	REE_1235	sample66_0000002329	TRUE
locus1247	REE	TTC12	WeinellEntry1488	REE_1236	sample66_0000002330	TRUE
locus1248	REE	LOC106554406	WeinellEntry1489	REE_1237	sample66_0000002332	TRUE
locus1249	REE	KIAA1211	WeinellEntry1490	REE_1238	sample66_0000002333	TRUE
locus1250	REE	LOC106542393	WeinellEntry1491	REE_1239	sample66_0000002334	TRUE
locus1251	REE	LOC106553576	WeinellEntry1492	REE_1240	sample66_0000002335	TRUE
locus1252	REE	LOC106549127	WeinellEntry1493	REE_1241	sample66_0000002336	TRUE
locus1253	REE	SEC16A	WeinellEntry1494	REE_1242	sample66_0000002337	TRUE
locus1254	REE	LOC106539579	WeinellEntry1495	REE_1243	sample66_0000002338	TRUE
locus1255	REE	LOC106547407	WeinellEntry1496	REE_1244	sample66_0000002339	TRUE
locus1256	REE	LOC106556325	WeinellEntry1497	REE_1245	sample66_0000002340	TRUE
locus1257	REE	LOC106543329	WeinellEntry1498	REE_1246	sample66_0000002341	TRUE
locus1258	REE	MRM1	WeinellEntry1499	REE_1247	sample66_0000002342	TRUE
locus1259	REE	LGALS1	WeinellEntry1500	REE_1248	sample66_0000002343	TRUE
locus1260	REE	KCNH2	WeinellEntry1501	REE_1249	sample66_0000002344	TRUE
locus1261	REE	LRIF1	WeinellEntry1502	REE_1250	sample66_0000002345	TRUE
locus1262	REE	TMA16	WeinellEntry1503	REE_1251	sample66_0000002346	TRUE
locus1263	REE	LOC106555588	WeinellEntry1504	REE_1252	sample66_0000002347	TRUE
locus1264	REE	SAXO1	WeinellEntry1505	REE_1253	sample66_0000002348	TRUE
locus1265	REE	LOC106546367	WeinellEntry1506	REE_1254	sample66_0000002349	TRUE
locus1266	REE	LOC106542397	WeinellEntry1507	REE_1255	sample66_0000002350	TRUE
locus1267	REE	PLEKHO2	WeinellEntry1508	REE_1256	sample66_0000002351	TRUE
locus1268	REE	IL6ST	WeinellEntry1509	REE_1257	sample66_0000002352	TRUE
locus1269	REE	MNS1	WeinellEntry1510	REE_1258	sample66_0000002353	TRUE
locus1270	REE	LOC106544873	WeinellEntry1511	REE_1259	sample66_0000002354	TRUE
locus1271	REE	TRIM25	WeinellEntry1512	REE_1260	sample66_0000002355	TRUE
locus1272	REE	ATP5SL	WeinellEntry1513	REE_1261	sample66_0000002357	TRUE
locus1273	REE	LONRF2	WeinellEntry1514	REE_1262	sample66_0000002358	TRUE
locus1274	REE	ACBD5	WeinellEntry1515	REE_1263	sample66_0000002359	TRUE
locus1275	REE	AUP1	WeinellEntry1516	REE_1264	sample66_0000002360	TRUE
locus1276	REE	LOC106544671	WeinellEntry1517	REE_1265	sample66_0000002361	TRUE
locus1277	REE	LOC106549351	WeinellEntry1518	REE_1266	sample66_0000002362	TRUE
locus1278	REE	LOC106542533	WeinellEntry1519	REE_1267	sample66_0000002363	TRUE
locus1279	REE	ERCC6L2	WeinellEntry1520	REE_1268	sample66_0000002364	TRUE
locus1280	REE	MTRF1	WeinellEntry1521	REE_1269	sample66_0000002366	TRUE
locus1281	REE	SLC36A4	WeinellEntry1522	REE_1270	sample66_0000002367	TRUE
locus1282	REE	LOC106549766	WeinellEntry1524	REE_1271	sample66_0000002368	TRUE
locus1283	REE	LOC106544207	WeinellEntry1525	REE_1272	sample66_0000002369	TRUE
locus1284	REE	LOC106552126	WeinellEntry1527	REE_1273	sample66_0000002370	TRUE
locus1285	REE	HEATR3	WeinellEntry1528	REE_1274	sample66_0000002371	TRUE
locus1286	REE	LOC106540948	WeinellEntry1529	REE_1275	sample66_0000002372	TRUE
locus1287	REE	PHF19	WeinellEntry1530	REE_1276	sample66_0000002373	TRUE
locus1288	REE	LOC106557414	WeinellEntry1531	REE_1277	sample66_0000002374	TRUE
locus1289	REE	LOC106549565	WeinellEntry1532	REE_1278	sample66_0000002375	TRUE
locus1290	REE	LOC106550452	WeinellEntry1533	REE_1279	sample66_0000002377	TRUE
locus1291	REE	LOC106539975	WeinellEntry1534	REE_1280	sample66_0000002378	TRUE
locus1292	REE	LOC106556525	WeinellEntry1535	REE_1281	sample66_0000002379	TRUE
locus1293	REE	LOC106542216	WeinellEntry1536	REE_1282	sample66_0000002380	TRUE
locus1294	REE	RABGGTA	WeinellEntry1537	REE_1283	sample66_0000002381	TRUE
locus1295	REE	MTMR11	WeinellEntry1538	REE_1284	sample66_0000002382	TRUE
locus1296	REE	LOC106552922	WeinellEntry1540	REE_1285	sample66_0000002383	TRUE
locus1297	REE	LOC106553660	WeinellEntry1541	REE_1286	sample66_0000002384	TRUE
locus1298	REE	FHAD1	WeinellEntry1542	REE_1287	sample66_0000002385	TRUE
locus1299	REE	LOC106542411	WeinellEntry1543	REE_1288	sample66_0000002386	TRUE
locus1300	REE	SDHC	WeinellEntry1544	REE_1289	sample66_0000002387	TRUE
locus1301	REE	PDE4DIP	WeinellEntry1545	REE_1290	sample66_0000002388	TRUE
locus1302	REE	LOC106539307	WeinellEntry1546	REE_1291	sample66_0000002389	TRUE
locus1303	REE	LOC106539830	WeinellEntry1547	REE_1292	sample66_0000002390	TRUE
locus1304	REE	PARP4	WeinellEntry1548	REE_1293	sample66_0000002391	TRUE
locus1305	REE	LOC106539746	WeinellEntry1549	REE_1294	sample66_0000002392	TRUE
locus1306	REE	PRKDC	WeinellEntry1550	REE_1295	sample66_0000002393	TRUE
locus1307	REE	LOC106545671	WeinellEntry1551	REE_1296	sample66_0000002394	TRUE
locus1308	REE	LY75	WeinellEntry1552	REE_1297	sample66_0000002395	TRUE
locus1309	REE	B4GALT3	WeinellEntry1553	REE_1298	sample66_0000002396	TRUE
locus1310	REE	LOC106540239	WeinellEntry1554	REE_1299	sample66_0000002397	TRUE
locus1311	REE	TMCO4	WeinellEntry1555	REE_1300	sample66_0000002398	TRUE
locus1312	REE	LOC106537677	WeinellEntry1556	REE_1301	sample66_0000002399	TRUE
locus1313	REE	LOC106548712	WeinellEntry1557	REE_1302	sample66_0000002400	TRUE
locus1314	REE	LOC106557120	WeinellEntry1559	REE_1303	sample66_0000002401	TRUE
locus1315	REE	LOC106539470	WeinellEntry1560	REE_1304	sample66_0000002403	TRUE
locus1316	REE	LOC106552696	WeinellEntry1561	REE_1305	sample66_0000002404	TRUE
locus1317	REE	LOC106550859	WeinellEntry1563	REE_1306	sample66_0000002405	TRUE
locus1318	REE	LOC106542791	WeinellEntry1564	REE_1307	sample66_0000002406	TRUE
locus1319	REE	LOC106544660	WeinellEntry1565	REE_1308	sample66_0000002407	TRUE
locus1320	REE	LOC106543311	WeinellEntry1567	REE_1309	sample66_0000002408	TRUE
locus1321	REE	LOC106555205	WeinellEntry1568	REE_1310	sample66_0000002410	TRUE
locus1322	REE	CCDC183	WeinellEntry1569	REE_1311	sample66_0000002411	TRUE
locus1323	REE	LOC106539750	WeinellEntry1570	REE_1312	sample66_0000002412	TRUE
locus1324	REE	CLDN2	WeinellEntry1571	REE_1313	sample66_0000002413	TRUE
locus1325	REE	LIPG	WeinellEntry1573	REE_1314	sample66_0000002414	TRUE
locus1326	REE	LOC106537692	WeinellEntry1574	REE_1315	sample66_0000002415	TRUE
locus1327	REE	ABL2	WeinellEntry1576	REE_1316	sample66_0000002416	TRUE
locus1328	REE	LOC106540558	WeinellEntry1577	REE_1317	sample66_0000002417	TRUE
locus1329	REE	VPS9D1	WeinellEntry1578	REE_1318	sample66_0000002418	TRUE
locus1330	REE	DTHD1	WeinellEntry1580	REE_1319	sample66_0000002419	TRUE
locus1331	REE	WBP4	WeinellEntry1581	REE_1320	sample66_0000002420	TRUE
locus1332	REE	LOC106556497	WeinellEntry1582	REE_1321	sample66_0000002421	TRUE
locus1333	REE	OMP	WeinellEntry1583	REE_1322	sample66_0000002422	TRUE
locus1334	REE	MME	WeinellEntry1584	REE_1323	sample66_0000002423	TRUE
locus1335	REE	AP5B1	WeinellEntry1585	REE_1324	sample66_0000002424	TRUE
locus1336	REE	PLCH2	WeinellEntry1586	REE_1325	sample66_0000002425	TRUE
locus1337	REE	LOC106554257	WeinellEntry1587	REE_1326	sample66_0000002426	TRUE
locus1338	REE	KCNK13	WeinellEntry1588	REE_1327	sample66_0000002427	TRUE
locus1339	REE	LOC106543461	WeinellEntry1589	REE_1328	sample66_0000002428	TRUE
locus1340	REE	PIWIL1	WeinellEntry1590	REE_1329	sample66_0000002430	TRUE
locus1341	REE	LOC106556773	WeinellEntry1592	REE_1330	sample66_0000002431	TRUE
locus1342	REE	LOC106551912	WeinellEntry1593	REE_1331	sample66_0000002432	TRUE
locus1343	REE	LOC106544731	WeinellEntry1594	REE_1332	sample66_0000002433	TRUE
locus1344	REE	LOC106541696	WeinellEntry1595	REE_1333	sample66_0000002434	TRUE
locus1345	REE	LOC106552447	WeinellEntry1596	REE_1334	sample66_0000002435	TRUE
locus1346	REE	LINGO4	WeinellEntry1598	REE_1335	sample66_0000002436	TRUE
locus1347	REE	LOC106545921	WeinellEntry1599	REE_1336	sample66_0000002437	TRUE
locus1348	REE	LOC106547082	WeinellEntry1600	REE_1337	sample66_0000002438	TRUE
locus1349	REE	LOC106547902	WeinellEntry1602	REE_1338	sample66_0000002439	TRUE
locus1350	REE	LOC106547791	WeinellEntry1603	REE_1339	sample66_0000002440	TRUE
locus1351	REE	FOXB2	WeinellEntry1604	REE_1340	sample66_0000002441	TRUE
locus1352	REE	LOC106549223	WeinellEntry1605	REE_1341	sample66_0000002443	TRUE
locus1353	REE	LOC106542363	WeinellEntry1606	REE_1342	sample66_0000002444	TRUE
locus1354	REE	UIMC1	WeinellEntry1607	REE_1343	sample66_0000002446	TRUE
locus1355	REE	LOC106542609	WeinellEntry1609	REE_1344	sample66_0000002447	TRUE
locus1356	REE	LOC106546018	WeinellEntry1610	REE_1345	sample66_0000002448	TRUE
locus1357	REE	ABCC1	WeinellEntry1611	REE_1346	sample66_0000002449	TRUE
locus1358	REE	LOC106547721	WeinellEntry1612	REE_1347	sample66_0000002450	TRUE
locus1359	REE	NMI	WeinellEntry1613	REE_1348	sample66_0000002451	TRUE
locus1360	REE	CLPS	WeinellEntry1615	REE_1349	sample66_0000002452	TRUE
locus1361	REE	ALDH3A2	WeinellEntry1616	REE_1350	sample66_0000002453	TRUE
locus1362	REE	SCAP	WeinellEntry1617	REE_1351	sample66_0000002454	TRUE
locus1363	REE	LOC106551303	WeinellEntry1618	REE_1352	sample66_0000002455	TRUE
locus1364	REE	LOC106550532	WeinellEntry1619	REE_1353	sample66_0000002456	TRUE
locus1365	REE	LOC106548324	WeinellEntry1621	REE_1354	sample66_0000002457	TRUE
locus1366	REE	LOC106554777	WeinellEntry1622	REE_1355	sample66_0000002458	TRUE
locus1367	REE	FGB	WeinellEntry1624	REE_1356	sample66_0000002459	TRUE
locus1368	REE	LOC106537769	WeinellEntry1625	REE_1357	sample66_0000002460	TRUE
locus1369	REE	FGD2	WeinellEntry1626	REE_1358	sample66_0000002461	TRUE
locus1370	REE	LOC106548768	WeinellEntry1627	REE_1359	sample66_0000002462	TRUE
locus1371	REE	CREBL2	WeinellEntry1628	REE_1360	sample66_0000002463	TRUE
locus1372	REE	CORO1B	WeinellEntry1629	REE_1361	sample66_0000002464	TRUE
locus1373	REE	TTLL6	WeinellEntry1630	REE_1362	sample66_0000002465	TRUE
locus1374	REE	TRAFD1	WeinellEntry1631	REE_1363	sample66_0000002466	TRUE
locus1375	REE	LOC106556155	WeinellEntry1632	REE_1364	sample66_0000002467	TRUE
locus1376	REE	LOC106537501	WeinellEntry1633	REE_1365	sample66_0000002468	TRUE
locus1377	REE	SCARA3	WeinellEntry1634	REE_1366	sample66_0000002469	TRUE
locus1378	REE	MRPL55	WeinellEntry1635	REE_1367	sample66_0000002470	TRUE
locus1379	REE	LOC106542280	WeinellEntry1636	REE_1368	sample66_0000002471	TRUE
locus1380	REE	LOC106544365	WeinellEntry1637	REE_1369	sample66_0000002472	TRUE
locus1381	REE	LOC106548150	WeinellEntry1638	REE_1370	sample66_0000002473	TRUE
locus1382	REE	MKL2	WeinellEntry1639	REE_1371	sample66_0000002474	TRUE
locus1383	REE	ITGA3	WeinellEntry1640	REE_1372	sample66_0000002475	TRUE
locus1384	REE	LOC106544012	WeinellEntry1641	REE_1373	sample66_0000002476	TRUE
locus1385	REE	LOC106538320	WeinellEntry1643	REE_1374	sample66_0000002477	TRUE
locus1386	REE	INPP4B	WeinellEntry1644	REE_1375	sample66_0000002478	TRUE
locus1387	REE	SGPL1	WeinellEntry1645	REE_1376	sample66_0000002479	TRUE
locus1388	REE	LOC106547961	WeinellEntry1646	REE_1377	sample66_0000002480	TRUE
locus1389	REE	LOC106547244	WeinellEntry1647	REE_1378	sample66_0000002481	TRUE
locus1390	REE	IRF3	WeinellEntry1648	REE_1379	sample66_0000002482	TRUE
locus1391	REE	LOC106552117	WeinellEntry1649	REE_1380	sample66_0000002483	TRUE
locus1392	REE	LOC106542825	WeinellEntry1650	REE_1381	sample66_0000002484	TRUE
locus1393	REE	ERBB2	WeinellEntry1651	REE_1382	sample66_0000002485	TRUE
locus1394	REE	CENPI	WeinellEntry1652	REE_1383	sample66_0000002486	TRUE
locus1395	REE	VPS16	WeinellEntry1653	REE_1384	sample66_0000002487	TRUE
locus1396	REE	NAIP	WeinellEntry1654	REE_1385	sample66_0000002488	TRUE
locus1397	REE	LOC106537678	WeinellEntry1656	REE_1386	sample66_0000002489	TRUE
locus1398	REE	TMEM38B	WeinellEntry1657	REE_1387	sample66_0000002490	TRUE
locus1399	REE	HECW1	WeinellEntry1658	REE_1388	sample66_0000002491	TRUE
locus1400	REE	TTC3	WeinellEntry1659	REE_1389	sample66_0000002492	TRUE
locus1401	REE	LOC106555875	WeinellEntry1660	REE_1390	sample66_0000002493	TRUE
locus1402	REE	LOC106541701	WeinellEntry1663	REE_1391	sample66_0000002494	TRUE
