locus	genome	seqname	strand	start	end	chromosome
group1195	Thamnophis-elegans	NC_045544.1	+	33520001	33521556	4
group1196	Thamnophis-elegans	NC_045544.1	-	30380005	30385021	4
group1197	Thamnophis-elegans	NC_045550.1	+	30562766	30566675	10
group1198	Thamnophis-elegans	NC_045558.1	-	42225313	42230760	Z
group1199	Thamnophis-elegans	NC_045555.1	+	23124956	23139934	15
group1200	Thamnophis-elegans	NC_045541.1	-	41364987	41379998	1
group1201	Thamnophis-elegans	NA	NA	NA	NA	NA
group1202	Thamnophis-elegans	NC_045554.1	-	15465606	15476574	14
group1203	Thamnophis-elegans	NC_045548.1	-	43684561	43699971	8
group1204	Thamnophis-elegans	NC_045546.1	+	25967674	25977013	6
group1205	Thamnophis-elegans	NC_045545.1	+	13364217	13368709	5
group1206	Thamnophis-elegans	NC_045545.1	+	27942702	27945920	5
group1207	Thamnophis-elegans	NC_045550.1	-	2541819	2557329	10
group1208	Thamnophis-elegans	NA	NA	NA	NA	NA
group1209	Thamnophis-elegans	NC_045548.1	+	7501591	7510737	8
group1210	Thamnophis-elegans	NC_045543.1	+	125643065	125648158	3
group1211	Thamnophis-elegans	NC_045558.1	+	38276946	38278725	Z
group1212	Thamnophis-elegans	NC_045544.1	+	46100485	46112330	4
group1213	Thamnophis-elegans	NC_045546.1	-	76220836	76235422	6
group1214	Thamnophis-elegans	NC_045543.1	+	93264855	93266544	3
group1215	Thamnophis-elegans	NC_045550.1	-	53673755	53679710	10
group1216	Thamnophis-elegans	NC_045542.1	-	96098658	96100000	2
group1217	Thamnophis-elegans	NC_045541.1	+	41680001	41689720	1
group1218	Thamnophis-elegans	NC_045548.1	+	282587	291682	8
group1219	Thamnophis-elegans	NC_045550.1	-	15260553	15267807	10
group1220	Thamnophis-elegans	NC_045543.1	-	115401569	115410521	3
group1221	Thamnophis-elegans	NC_045541.1	+	30080136	30087823	1
group1222	Thamnophis-elegans	NC_045542.1	-	75413400	75415305	2
group1223	Thamnophis-elegans	NA	NA	NA	NA	NA
group1224	Thamnophis-elegans	NC_045544.1	-	58658384	58660000	4
group1225	Thamnophis-elegans	NC_045541.1	-	142297153	142300000	1
group1226	Thamnophis-elegans	NC_045554.1	+	38421177	38433354	14
group1227	Thamnophis-elegans	NC_045543.1	+	28101914	28104395	3
group1228	Thamnophis-elegans	NC_045541.1	+	127109626	127111763	1
group1229	Thamnophis-elegans	NC_045541.1	-	46652881	46658663	1
group1230	Thamnophis-elegans	NC_045544.1	-	88560198	88571488	4
group1231	Thamnophis-elegans	NC_045548.1	+	47180001	47191897	8
group1232	Thamnophis-elegans	NA	NA	NA	NA	NA
group1233	Thamnophis-elegans	NC_045550.1	+	52587268	52588838	10
group1234	Thamnophis-elegans	NC_045558.1	+	15720257	15740000	Z
group1235	Thamnophis-elegans	NC_045543.1	+	36777135	36778697	3
group1236	Thamnophis-elegans	NC_045544.1	-	91407062	91412922	4
group1237	Thamnophis-elegans	NC_045546.1	-	69908432	69910760	6
group1238	Thamnophis-elegans	NC_045556.1	-	20580001	20586633	16
group1239	Thamnophis-elegans	NC_045544.1	-	88834207	88840000	4
group1240	Thamnophis-elegans	NC_045558.1	+	11161071	11166467	Z
group1241	Thamnophis-elegans	NC_045542.1	+	108220001	108229011	2
group1242	Thamnophis-elegans	NC_045558.1	-	45040910	45051034	Z
group1243	Thamnophis-elegans	NC_045543.1	+	69411668	69419992	3
group1244	Thamnophis-elegans	NA	NA	NA	NA	NA
group1245	Thamnophis-elegans	NC_045541.1	-	134727708	134735379	1
group1246	Thamnophis-elegans	NC_045547.1	+	46464702	46477021	7
group1247	Thamnophis-elegans	NC_045544.1	-	88811014	88816798	4
group1248	Thamnophis-elegans	NC_045541.1	+	127351790	127358746	1
group1249	Thamnophis-elegans	NA	NA	NA	NA	NA
group1250	Thamnophis-elegans	NC_045544.1	-	106280001	106284335	4
group1251	Thamnophis-elegans	NA	NA	NA	NA	NA
group1252	Thamnophis-elegans	NC_045544.1	-	126526098	126538660	4
group1253	Thamnophis-elegans	NC_045541.1	-	145214829	145218145	1
group1254	Thamnophis-elegans	NC_045541.1	-	10270275	10273494	1
group1255	Thamnophis-elegans	NC_045541.1	-	123805987	123817514	1
group1256	Thamnophis-elegans	NC_045547.1	+	53740001	53741667	7
group1257	Thamnophis-elegans	NC_045544.1	-	63483685	63491676	4
group1258	Thamnophis-elegans	NA	NA	NA	NA	NA
group1259	Thamnophis-elegans	NC_045558.1	-	39680007	39681319	Z
group1260	Thamnophis-elegans	NC_045549.1	-	17977118	17980000	9
group1261	Thamnophis-elegans	NC_045541.1	-	142309905	142313152	1
group1262	Thamnophis-elegans	NC_045546.1	-	75700096	75710120	6
group1263	Thamnophis-elegans	NC_045548.1	+	47633286	47639999	8
group1264	Thamnophis-elegans	NC_045542.1	-	78645400	78660000	2
group1265	Thamnophis-elegans	NC_045543.1	+	70523397	70530066	3
group1266	Thamnophis-elegans	NC_045541.1	-	83585069	83597348	1
group1267	Thamnophis-elegans	NC_045543.1	-	92781123	92790506	3
group1268	Thamnophis-elegans	NC_045541.1	+	144909044	144914131	1
group1269	Thamnophis-elegans	NC_045549.1	+	463311	478810	9
group1270	Thamnophis-elegans	NC_045542.1	-	37971379	37975947	2
group1271	Thamnophis-elegans	NC_045548.1	+	36800038	36814688	8
group1272	Thamnophis-elegans	NC_045548.1	+	17788789	17790102	8
group1273	Thamnophis-elegans	NA	NA	NA	NA	NA
group1274	Thamnophis-elegans	NC_045545.1	+	73326662	73338984	5
group1275	Thamnophis-elegans	NC_045541.1	-	39646768	39655267	1
group1276	Thamnophis-elegans	NC_045550.1	-	2447959	2459987	10
group1277	Thamnophis-elegans	NC_045541.1	+	84339437	84340000	1
group1278	Thamnophis-elegans	NC_045547.1	-	57403410	57405621	7
group1279	Thamnophis-elegans	NC_045558.1	+	4696127	4700000	Z
group1280	Thamnophis-elegans	NC_045546.1	-	46280582	46286003	6
group1281	Thamnophis-elegans	NC_045543.1	-	107143006	107144613	3
group1282	Thamnophis-elegans	NC_045541.1	-	42091732	42094307	1
group1283	Thamnophis-elegans	NC_045543.1	+	115582716	115585486	3
group1284	Thamnophis-elegans	NC_045541.1	-	50320878	50326089	1
group1285	Thamnophis-elegans	NC_045558.1	+	67940001	67952439	Z
group1286	Thamnophis-elegans	NC_045545.1	+	9023433	9037142	5
group1287	Thamnophis-elegans	NC_045542.1	+	110840001	110851779	2
group1288	Thamnophis-elegans	NC_045551.1	-	22500001	22512068	11
group1289	Thamnophis-elegans	NC_045546.1	+	32465696	32471646	6
group1290	Thamnophis-elegans	NC_045542.1	-	38866758	38875649	2
group1291	Thamnophis-elegans	NC_045544.1	-	11863633	11864944	4
group1292	Thamnophis-elegans	NC_045543.1	+	28060001	28067678	3
group1293	Thamnophis-elegans	NC_045544.1	-	88791011	88798379	4
group1294	Thamnophis-elegans	NC_045541.1	-	22420901	22426585	1
group1295	Thamnophis-elegans	NC_045548.1	-	53089830	53096766	8
group1296	Thamnophis-elegans	NC_045545.1	-	32251093	32258247	5
group1297	Thamnophis-elegans	NC_045545.1	-	37418682	37420000	5
group1298	Thamnophis-elegans	NC_045551.1	+	46732003	46739969	11
group1299	Thamnophis-elegans	NC_045545.1	+	2522850	2524452	5
group1300	Thamnophis-elegans	NC_045544.1	-	90832725	90834335	4
group1301	Thamnophis-elegans	NC_045541.1	+	132034475	132038207	1
group1302	Thamnophis-elegans	NC_045545.1	-	21221438	21240000	5
group1303	Thamnophis-elegans	NC_045551.1	+	54980001	54986545	11
group1304	Thamnophis-elegans	NC_045543.1	-	10866698	10868480	3
group1305	Thamnophis-elegans	NC_045558.1	-	81218678	81220000	Z
group1306	Thamnophis-elegans	NC_045558.1	-	18989104	18996363	Z
group1307	Thamnophis-elegans	NC_045545.1	-	17620001	17638924	5
group1308	Thamnophis-elegans	NA	NA	NA	NA	NA
group1309	Thamnophis-elegans	NC_045542.1	-	96171812	96179612	2
group1310	Thamnophis-elegans	NA	NA	NA	NA	NA
group1311	Thamnophis-elegans	NC_045541.1	+	143608961	143617364	1
group1312	Thamnophis-elegans	NA	NA	NA	NA	NA
group1313	Thamnophis-elegans	NC_045554.1	+	38567644	38578162	14
group1314	Thamnophis-elegans	NC_045547.1	-	57441902	57452142	7
group1315	Thamnophis-elegans	NC_045543.1	-	117880001	117889169	3
group1316	Thamnophis-elegans	NC_045545.1	+	18584850	18586339	5
group1317	Thamnophis-elegans	NC_045558.1	-	36257611	36260000	Z
group1318	Thamnophis-elegans	NC_045550.1	-	53731123	53736560	10
group1319	Thamnophis-elegans	NC_045541.1	-	117713793	117719813	1
group1320	Thamnophis-elegans	NC_045551.1	-	7198739	7200000	11
group1321	Thamnophis-elegans	NC_045545.1	+	81290893	81298217	5
group1322	Thamnophis-elegans	NC_045558.1	-	41920001	41924673	Z
group1323	Thamnophis-elegans	NC_045555.1	+	23300001	23309185	15
group1324	Thamnophis-elegans	NC_045543.1	+	123945594	123949335	3
group1325	Thamnophis-elegans	NC_045541.1	+	143483050	143484847	1
group1326	Thamnophis-elegans	NC_045548.1	+	55813582	55814922	8
group1327	Thamnophis-elegans	NC_045544.1	-	46263833	46265118	4
group1328	Thamnophis-elegans	NC_045541.1	+	83920009	83925107	1
group1329	Thamnophis-elegans	NC_045545.1	+	36401281	36419746	5
group1330	Thamnophis-elegans	NC_045541.1	+	24326896	24337087	1
group1331	Thamnophis-elegans	NC_045543.1	+	81060001	81061064	3
group1332	Thamnophis-elegans	NC_045543.1	-	28982909	28985560	3
group1333	Thamnophis-elegans	NC_045548.1	+	34928464	34935618	8
group1334	Thamnophis-elegans	NC_045544.1	+	24903626	24911020	4
group1335	Thamnophis-elegans	NC_045550.1	-	53700001	53703486	10
group1336	Thamnophis-elegans	NC_045558.1	-	42060001	42073621	Z
group1337	Thamnophis-elegans	NC_045554.1	+	39547158	39559989	14
group1338	Thamnophis-elegans	NC_045548.1	-	15506263	15515394	8
group1339	Thamnophis-elegans	NC_045542.1	-	78198606	78200000	2
group1340	Thamnophis-elegans	NA	NA	NA	NA	NA
group1341	Thamnophis-elegans	NC_045541.1	+	174107213	174112734	1
group1342	Thamnophis-elegans	NC_045544.1	+	24882989	24897434	4
group1343	Thamnophis-elegans	NC_045544.1	+	126421057	126424686	4
group1344	Thamnophis-elegans	NC_045541.1	+	40535048	40539999	1
group1345	Thamnophis-elegans	NC_045545.1	+	27062327	27079396	5
group1346	Thamnophis-elegans	NC_045552.1	-	21774018	21780000	12
group1347	Thamnophis-elegans	NC_045549.1	+	41361127	41376674	9
group1348	Thamnophis-elegans	NC_045545.1	+	81280001	81281315	5
group1349	Thamnophis-elegans	NC_045548.1	+	53687487	53688704	8
group1350	Thamnophis-elegans	NC_045543.1	-	18600001	18604380	3
group1351	Thamnophis-elegans	NC_045547.1	-	30890524	30895767	7
group1352	Thamnophis-elegans	NC_045543.1	+	105765597	105774508	3
group1353	Thamnophis-elegans	NC_045545.1	+	28271458	28278703	5
group1354	Thamnophis-elegans	NC_045543.1	-	105973375	105976235	3
group1355	Thamnophis-elegans	NC_045550.1	-	15460003	15467329	10
group1356	Thamnophis-elegans	NC_045544.1	-	108652255	108658281	4
group1357	Thamnophis-elegans	NC_045543.1	+	78983406	78988285	3
group1358	Thamnophis-elegans	NC_045543.1	+	26060001	26067235	3
group1359	Thamnophis-elegans	NA	NA	NA	NA	NA
group1360	Thamnophis-elegans	NC_045555.1	-	22690335	22699575	15
group1361	Thamnophis-elegans	NW_022473906.1	-	29456	39996	na
group1362	Thamnophis-elegans	NA	NA	NA	NA	NA
group1363	Thamnophis-elegans	NC_045544.1	-	87501197	87518812	4
group1364	Thamnophis-elegans	NC_045543.1	-	35669734	35678419	3
group1365	Thamnophis-elegans	NC_045541.1	-	41283958	41285490	1
group1366	Thamnophis-elegans	NC_045541.1	-	132340029	132349336	1
group1367	Thamnophis-elegans	NC_045551.1	+	36302695	36310992	11
group1368	Thamnophis-elegans	NC_045552.1	+	59000001	59011795	12
group1369	Thamnophis-elegans	NC_045545.1	+	80941054	80949582	5
group1370	Thamnophis-elegans	NC_045550.1	+	2064728	2075068	10
group1371	Thamnophis-elegans	NC_045543.1	+	46876665	46880000	3
group1372	Thamnophis-elegans	NC_045541.1	+	51620001	51623472	1
group1373	Thamnophis-elegans	NC_045545.1	-	81491798	81495741	5
group1374	Thamnophis-elegans	NC_045543.1	+	84281201	84288158	3
group1375	Thamnophis-elegans	NC_045541.1	+	22940302	22945774	1
group1376	Thamnophis-elegans	NC_045543.1	-	18651288	18652869	3
group1377	Thamnophis-elegans	NC_045542.1	+	57166476	57176352	2
group1378	Thamnophis-elegans	NC_045544.1	+	11460001	11465390	4
group1379	Thamnophis-elegans	NC_045546.1	+	76449999	76460000	6
group1380	Thamnophis-elegans	NC_045543.1	+	68782381	68790987	3
group1381	Thamnophis-elegans	NC_045549.1	+	30160580	30161720	9
group1382	Thamnophis-elegans	NC_045551.1	+	55427363	55439609	11
group1383	Thamnophis-elegans	NC_045541.1	-	96986298	96996712	1
group1384	Thamnophis-elegans	NC_045541.1	-	40000001	40001847	1
group1385	Thamnophis-elegans	NC_045541.1	+	30460098	30470150	1
group1386	Thamnophis-elegans	NC_045544.1	+	92280001	92287149	4
group1387	Thamnophis-elegans	NC_045548.1	+	41169888	41176513	8
group1388	Thamnophis-elegans	NW_022473788.1	-	4765	12372	na
group1389	Thamnophis-elegans	NC_045544.1	+	71311056	71319675	4
group1390	Thamnophis-elegans	NC_045549.1	-	25737045	25740000	9
group1391	Thamnophis-elegans	NC_045544.1	-	88963974	88980000	4
group1392	Thamnophis-elegans	NC_045548.1	-	30580002	30586822	8
group1393	Thamnophis-elegans	NC_045550.1	-	37784660	37786919	10
group1394	Thamnophis-elegans	NC_045541.1	+	23145326	23152878	1
group1395	Thamnophis-elegans	NC_045545.1	-	3941696	3960000	5
group1396	Thamnophis-elegans	NC_045541.1	-	25797361	25800000	1
group1397	Thamnophis-elegans	NC_045542.1	+	120592842	120600000	2
group1398	Thamnophis-elegans	NC_045546.1	-	72646116	72651368	6
group1399	Thamnophis-elegans	NC_045546.1	+	4225017	4238057	6
group1400	Thamnophis-elegans	NC_045545.1	+	73236647	73240000	5
group1401	Thamnophis-elegans	NC_045548.1	+	17861625	17863200	8
group1402	Thamnophis-elegans	NC_045548.1	+	15649852	15657972	8
group1403	Thamnophis-elegans	NC_045558.1	-	44850055	44856324	Z
group1404	Thamnophis-elegans	NC_045543.1	-	106260001	106262341	3
group1405	Thamnophis-elegans	NC_045544.1	+	46070012	46072568	4
group1406	Thamnophis-elegans	NC_045550.1	-	23920284	23927467	10
group1407	Thamnophis-elegans	NC_045548.1	+	31446139	31457510	8
group1408	Thamnophis-elegans	NC_045545.1	-	14827981	14829761	5
group1409	Thamnophis-elegans	NC_045544.1	+	53300001	53300965	4
group1410	Thamnophis-elegans	NC_045550.1	-	27905266	27914977	10
group1411	Thamnophis-elegans	NC_045541.1	-	50202496	50216842	1
group1412	Thamnophis-elegans	NC_045547.1	+	24183116	24192896	7
group1413	Thamnophis-elegans	NC_045556.1	+	9800281	9809511	16
group1414	Thamnophis-elegans	NC_045553.1	-	1432099	1440000	13
group1415	Thamnophis-elegans	NC_045544.1	-	126587186	126599698	4
group1416	Thamnophis-elegans	NC_045544.1	-	89846097	89857193	4
group1417	Thamnophis-elegans	NC_045553.1	+	33031381	33039215	13
group1418	Thamnophis-elegans	NC_045554.1	-	39144751	39158398	14
group1419	Thamnophis-elegans	NC_045541.1	-	83755847	83760000	1
group1420	Thamnophis-elegans	NC_045553.1	+	10940573	10946082	13
group1421	Thamnophis-elegans	NC_045542.1	+	39430821	39433321	2
group1422	Thamnophis-elegans	NC_045546.1	-	72186448	72188310	6
group1423	Thamnophis-elegans	NC_045543.1	+	28981159	28991397	3
group1424	Thamnophis-elegans	NC_045551.1	-	32941998	32950944	11
group1425	Thamnophis-elegans	NC_045541.1	+	92179152	92180000	1
group1426	Thamnophis-elegans	NC_045544.1	+	44920001	44931476	4
group1427	Thamnophis-elegans	NC_045550.1	-	2185577	2191876	10
group1428	Thamnophis-elegans	NC_045543.1	+	76600001	76602108	3
group1429	Thamnophis-elegans	NC_045545.1	+	13348200	13359867	5
group1430	Thamnophis-elegans	NC_045541.1	+	127495562	127500000	1
group1431	Thamnophis-elegans	NC_045546.1	+	56580001	56584932	6
group1432	Thamnophis-elegans	NC_045546.1	-	76966870	76968228	6
group1433	Thamnophis-elegans	NC_045545.1	+	19060001	19063978	5
group1434	Thamnophis-elegans	NC_045551.1	-	46820036	46823583	11
group1435	Thamnophis-elegans	NC_045541.1	-	91897233	91900000	1
group1436	Thamnophis-elegans	NC_045548.1	+	47150465	47151899	8
group1437	Thamnophis-elegans	NC_045545.1	-	34603675	34618551	5
group1438	Thamnophis-elegans	NC_045544.1	+	2280007	2296348	4
group1439	Thamnophis-elegans	NC_045543.1	+	46873823	46878802	3
group1440	Thamnophis-elegans	NC_045543.1	-	106500164	106518035	3
group1441	Thamnophis-elegans	NC_045541.1	-	92047542	92060000	1
group1442	Thamnophis-elegans	NC_045545.1	+	1932289	1939507	5
group1443	Thamnophis-elegans	NC_045548.1	+	47481845	47491955	8
group1444	Thamnophis-elegans	NC_045543.1	-	20762588	20767057	3
group1445	Thamnophis-elegans	NC_045550.1	-	61333094	61337466	10
group1446	Thamnophis-elegans	NC_045541.1	-	41225731	41227572	1
group1447	Thamnophis-elegans	NC_045541.1	-	42254968	42259928	1
group1448	Thamnophis-elegans	NC_045549.1	-	25684136	25697089	9
group1449	Thamnophis-elegans	NC_045541.1	+	84173294	84180000	1
group1450	Thamnophis-elegans	NC_045541.1	+	114846458	114857698	1
group1451	Thamnophis-elegans	NC_045555.1	-	18744153	18759484	15
group1452	Thamnophis-elegans	NC_045550.1	+	43015424	43018769	10
group1453	Thamnophis-elegans	NC_045544.1	+	88063933	88072857	4
group1454	Thamnophis-elegans	NC_045549.1	+	30087498	30095839	9
group1455	Thamnophis-elegans	NC_045548.1	-	7224683	7238154	8
group1456	Thamnophis-elegans	NC_045547.1	-	44183751	44194906	7
group1457	Thamnophis-elegans	NC_045547.1	-	42829957	42831410	7
group1458	Thamnophis-elegans	NC_045546.1	+	76243504	76252572	6
group1459	Thamnophis-elegans	NC_045545.1	+	27113429	27120000	5
group1460	Thamnophis-elegans	NC_045550.1	+	42804243	42805882	10
group1461	Thamnophis-elegans	NC_045541.1	+	127390896	127392349	1
group1462	Thamnophis-elegans	NC_045546.1	-	30000001	30002459	6
group1463	Thamnophis-elegans	NC_045550.1	-	61461779	61465400	10
group1464	Thamnophis-elegans	NC_045541.1	+	78960001	78968883	1
group1465	Thamnophis-elegans	NC_045543.1	+	70508513	70519996	3
group1466	Thamnophis-elegans	NC_045548.1	+	17757676	17760000	8
group1467	Thamnophis-elegans	NC_045550.1	-	15263036	15270213	10
group1468	Thamnophis-elegans	NC_045541.1	+	83966736	83970704	1
group1469	Thamnophis-elegans	NC_045555.1	-	48760001	48768283	15
group1470	Thamnophis-elegans	NC_045541.1	-	99784716	99788585	1
group1471	Thamnophis-elegans	NC_045548.1	+	47665815	47672844	8
group1472	Thamnophis-elegans	NC_045556.1	+	19948876	19960000	16
group1473	Thamnophis-elegans	NC_045544.1	-	96030579	96040000	4
group1474	Thamnophis-elegans	NC_045554.1	+	38140001	38148471	14
group1475	Thamnophis-elegans	NC_045548.1	-	38162791	38164804	8
group1476	Thamnophis-elegans	NC_045550.1	-	53301468	53306663	10
group1477	Thamnophis-elegans	NC_045544.1	-	28603637	28618506	4
group1478	Thamnophis-elegans	NC_045543.1	+	28103895	28109672	3
group1479	Thamnophis-elegans	NC_045541.1	-	50168721	50179628	1
group1480	Thamnophis-elegans	NC_045546.1	+	72927448	72929717	6
group1481	Thamnophis-elegans	NC_045544.1	-	88913578	88918279	4
group1482	Thamnophis-elegans	NC_045558.1	+	71667037	71676411	Z
group1483	Thamnophis-elegans	NA	NA	NA	NA	NA
group1484	Thamnophis-elegans	NC_045541.1	+	41031244	41036454	1
group1485	Thamnophis-elegans	NC_045551.1	-	46828413	46838287	11
group1486	Thamnophis-elegans	NC_045557.1	-	4369079	4379633	17
group1487	Thamnophis-elegans	NC_045557.1	+	4332187	4335969	17
group1488	Thamnophis-elegans	NC_045557.1	+	4321247	4330553	17
group1489	Thamnophis-elegans	NC_045557.1	+	4081915	4085201	17
group1490	Thamnophis-elegans	NC_045541.1	-	46367036	46370276	1
group1491	Thamnophis-elegans	NC_045557.1	-	4104501	4106726	17
group1492	Thamnophis-elegans	NC_045557.1	+	3900002	3919049	17
group1493	Thamnophis-elegans	NA	NA	NA	NA	NA
group1494	Thamnophis-elegans	NC_045557.1	+	3840002	3850234	17
group1495	Thamnophis-elegans	NA	NA	NA	NA	NA
group1496	Thamnophis-elegans	NC_045557.1	-	4007093	4008383	17
group1497	Thamnophis-elegans	NC_045544.1	+	133820810	133839931	4
group1498	Thamnophis-elegans	NC_045557.1	-	3796647	3799795	17
group1499	Thamnophis-elegans	NA	NA	NA	NA	NA
group1500	Thamnophis-elegans	NC_045543.1	-	10917716	10919097	3
group1501	Thamnophis-elegans	NA	NA	NA	NA	NA
group1502	Thamnophis-elegans	NC_045542.1	+	44965073	44968415	2
group1503	Thamnophis-elegans	NA	NA	NA	NA	NA
group1504	Thamnophis-elegans	NA	NA	NA	NA	NA
group1505	Thamnophis-elegans	NC_045557.1	+	954605	959999	17
group1506	Thamnophis-elegans	NA	NA	NA	NA	NA
group1507	Thamnophis-elegans	NC_045543.1	+	19485337	19489364	3
group1508	Thamnophis-elegans	NA	NA	NA	NA	NA
group1509	Thamnophis-elegans	NC_045542.1	-	2449749	2454420	2
group1510	Thamnophis-elegans	NC_045556.1	+	2720001	2728550	16
group1511	Thamnophis-elegans	NC_045545.1	+	546524	558393	5
group1512	Thamnophis-elegans	NC_045546.1	+	56600001	56602976	6
group1513	Thamnophis-elegans	NC_045541.1	+	63981687	63987335	1
group1514	Thamnophis-elegans	NC_045553.1	-	360002	372222	13
group1515	Thamnophis-elegans	NC_045550.1	+	30170939	30180000	10
group1516	Thamnophis-elegans	NA	NA	NA	NA	NA
