locus	species	contig	sense	start	end	chr	chr.id2	locus.id2
group1635	Naja-naja	CM019165.1	+	674244	679999	m8	15	C15L6
group1797	Naja-naja	CM019165.1	+	729556	739999	m8	15	C15L7
group565	Naja-naja	CM019165.1	-	942675	944950	m8	15	C15L8
group3036	Naja-naja	CM019165.1	-	1017482	1019120	m8	15	C15L9
group3101	Naja-naja	CM019165.1	-	1094297	1098975	m8	15	C15L10
group2137	Naja-naja	CM019165.1	-	1169349	1170531	m8	15	C15L11
group2429	Naja-naja	CM019165.1	-	1184017	1191568	m8	15	C15L12
group33	Naja-naja	CM019165.1	+	1240001	1242708	m8	15	C15L13
group3002	Naja-naja	CM019165.1	+	1575901	1579999	m8	15	C15L14
group2395	Naja-naja	CM019165.1	-	1589544	1596139	m8	15	C15L15
group1414	Naja-naja	CM019165.1	-	1612015	1619998	m8	15	C15L16
group1874	Naja-naja	CM019165.1	+	1625168	1636983	m8	15	C15L17
group623	Naja-naja	CM019165.1	-	1662031	1677019	m8	15	C15L18
group2992	Naja-naja	CM019165.1	-	1780001	1798709	m8	15	C15L19
group157	Naja-naja	CM019165.1	+	2020029	2032273	m8	15	C15L20
group3033	Naja-naja	CM019165.1	+	2035507	2039999	m8	15	C15L21
group2697	Naja-naja	CM019165.1	+	2535588	2540000	m8	15	C15L22
group145	Naja-naja	CM019165.1	+	2783585	2791965	m8	15	C15L23
group138	Naja-naja	CM019165.1	-	3405203	3416474	m8	15	C15L24
group332	Naja-naja	CM019165.1	-	4514015	4520000	m8	15	C15L25
group1023	Naja-naja	CM019165.1	+	4749645	4759999	m8	15	C15L26
group371	Naja-naja	CM019165.1	-	5420001	5425956	m8	15	C15L27
group1995	Naja-naja	CM019165.1	+	6649787	6654506	m8	15	C15L28
group2195	Naja-naja	CM019165.1	-	7101804	7107964	m8	15	C15L29
group3004	Naja-naja	CM019165.1	+	7110186	7115969	m8	15	C15L30
group423	Naja-naja	CM019165.1	+	7781175	7800000	m8	15	C15L31
group2281	Naja-naja	CM019165.1	+	8067235	8077107	m8	15	C15L32
group365	Naja-naja	CM019165.1	+	8070031	8080000	m8	15	C15L33
group1988	Naja-naja	CM019165.1	-	9081819	9100000	m8	15	C15L34
group1420	Naja-naja	CM019165.1	+	9508021	9517024	m8	15	C15L35
group492	Naja-naja	CM019165.1	+	11200002	11205437	m8	15	C15L36
group3029	Naja-naja	CM019165.1	+	12426937	12437724	m8	15	C15L37
group1853	Naja-naja	CM019165.1	+	15102105	15108856	m8	15	C15L38
group2086	Naja-naja	CM019165.1	+	15168437	15177214	m8	15	C15L39
group1650	Naja-naja	CM019165.1	-	15350906	15356210	m8	15	C15L40
group3041	Naja-naja	CM019165.1	-	15562576	15566009	m8	15	C15L41
group1729	Naja-naja	CM019165.1	+	15769634	15779999	m8	15	C15L42
group2530	Naja-naja	CM019165.1	+	15980223	15987531	m8	15	C15L43
group1982	Naja-naja	CM019165.1	+	17401337	17411557	m8	15	C15L44
group140	Naja-naja	CM019166.1	+	629276	639910	m9	16	C16L1
group2374	Naja-naja	CM019166.1	-	3128912	3137043	m9	16	C16L2
group3087	Naja-naja	CM019166.1	+	3324870	3339910	m9	16	C16L3
group527	Naja-naja	CM019166.1	-	4780051	4789218	m9	16	C16L4
group2667	Naja-naja	CM019166.1	-	4840267	4847089	m9	16	C16L5
group2033	Naja-naja	CM019166.1	+	5347407	5358298	m9	16	C16L6
group1948	Naja-naja	CM019166.1	+	6623833	6634465	m9	16	C16L7
group2123	Naja-naja	CM019166.1	+	6631795	6637683	m9	16	C16L8
group1753	Naja-naja	CM019166.1	-	7700001	7705735	m9	16	C16L9
group490	Naja-naja	CM019166.1	-	8540001	8557407	m9	16	C16L10
group2423	Naja-naja	CM019166.1	-	8607239	8617374	m9	16	C16L11
group1831	Naja-naja	CM019166.1	-	8637128	8640000	m9	16	C16L12
group28	Naja-naja	CM019166.1	-	9000004	9011383	m9	16	C16L13
group2497	Naja-naja	CM019166.1	-	9069613	9080000	m9	16	C16L14
group2400	Naja-naja	CM019166.1	+	9569138	9577813	m9	16	C16L15
group2871	Naja-naja	CM019166.1	-	10302577	10319595	m9	16	C16L16
group304	Naja-naja	CM019166.1	-	10500222	10519952	m9	16	C16L17
group595	Naja-naja	CM019166.1	-	10722199	10729358	m9	16	C16L18
group2045	Naja-naja	CM019166.1	-	10880462	10888381	m9	16	C16L19
group607	Naja-naja	CM019166.1	-	10940001	10945531	m9	16	C16L20
group122	Naja-naja	CM019166.1	-	11242598	11250925	m9	16	C16L21
group2005	Naja-naja	CM019166.1	+	11429081	11439999	m9	16	C16L22
group383	Naja-naja	CM019166.1	-	11480001	11483487	m9	16	C16L23
group372	Naja-naja	CM019166.1	+	12140002	12150705	m9	16	C16L24
group1862	Naja-naja	CM019166.1	-	13144656	13148016	m9	16	C16L25
group2797	Naja-naja	CM019166.1	-	13320148	13336160	m9	16	C16L26
group473	Naja-naja	CM019166.1	-	13323524	13328157	m9	16	C16L27
group2002	Naja-naja	CM019166.1	+	13441092	13448381	m9	16	C16L28
group2433	Naja-naja	CM019166.1	+	13460001	13463395	m9	16	C16L29
group1987	Naja-naja	CM019166.1	-	13465161	13472512	m9	16	C16L30
group2257	Naja-naja	CM019166.1	+	13480173	13482347	m9	16	C16L31
group2483	Naja-naja	CM019166.1	-	13500001	13510915	m9	16	C16L32
group2620	Naja-naja	CM019166.1	+	13500001	13506901	m9	16	C16L33
group2368	Naja-naja	CM019166.1	-	13509509	13519215	m9	16	C16L34
group2107	Naja-naja	CM019166.1	+	13520450	13522105	m9	16	C16L35
group1490	Naja-naja	CM019166.1	-	13524349	13526760	m9	16	C16L36
group2867	Naja-naja	CM019166.1	-	13544991	13551520	m9	16	C16L37
group2846	Naja-naja	CM019166.1	-	13561242	13563602	m9	16	C16L38
group2304	Naja-naja	CM019166.1	-	13565176	13572220	m9	16	C16L39
group2621	Naja-naja	CM019166.1	+	13568225	13572250	m9	16	C16L40
group1813	Naja-naja	CM019166.1	-	13573855	13580000	m9	16	C16L41
group2308	Naja-naja	CM019166.1	-	13580001	13586163	m9	16	C16L42
group2878	Naja-naja	CM019166.1	+	13600001	13602252	m9	16	C16L43
group2126	Naja-naja	CM019166.1	-	13624588	13626975	m9	16	C16L44
group1975	Naja-naja	CM019166.1	-	13624604	13638982	m9	16	C16L45
group2705	Naja-naja	CM019166.1	-	13642150	13659097	m9	16	C16L46
group2687	Naja-naja	CM019166.1	+	13647017	13650508	m9	16	C16L47
group1487	Naja-naja	CM019166.1	-	13652295	13654820	m9	16	C16L48
group1488	Naja-naja	CM019166.1	-	13657232	13660000	m9	16	C16L49
group2675	Naja-naja	CM019166.1	-	13660249	13665613	m9	16	C16L50
group111	Naja-naja	CM019166.1	+	13671186	13673127	m9	16	C16L51
group2385	Naja-naja	CM019166.1	+	13680002	13698937	m9	16	C16L52
group2704	Naja-naja	CM019166.1	+	13680764	13692632	m9	16	C16L53
group2130	Naja-naja	CM019166.1	-	13698988	13700000	m9	16	C16L54
group2666	Naja-naja	CM019166.1	+	13700001	13713371	m9	16	C16L55
group2692	Naja-naja	CM019166.1	-	13702559	13718123	m9	16	C16L56
group1998	Naja-naja	CM019166.1	+	13733077	13735198	m9	16	C16L57
group1861	Naja-naja	CM019166.1	+	13746882	13749924	m9	16	C16L58
group2617	Naja-naja	CM019166.1	-	13751903	13760000	m9	16	C16L59
group2973	Naja-naja	CM019166.1	-	13760001	13772102	m9	16	C16L60
group2462	Naja-naja	CM019166.1	-	13781635	13794594	m9	16	C16L61
group2844	Naja-naja	CM019166.1	+	13800046	13803761	m9	16	C16L62
group1491	Naja-naja	CM019166.1	+	13833232	13834786	m9	16	C16L63
group1489	Naja-naja	CM019166.1	-	13839342	13840000	m9	16	C16L64
group2618	Naja-naja	CM019166.1	-	13857410	13859045	m9	16	C16L65
group2657	Naja-naja	CM019166.1	-	13886683	13895206	m9	16	C16L66
group2619	Naja-naja	CM019166.1	+	13900001	13906386	m9	16	C16L67
group1950	Naja-naja	CM019166.1	+	13909414	13917188	m9	16	C16L68
group2128	Naja-naja	CM019166.1	-	13921364	13925663	m9	16	C16L69
group3053	Naja-naja	CM019166.1	-	13927175	13938405	m9	16	C16L70
group2356	Naja-naja	CM019166.1	-	13932469	13939332	m9	16	C16L71
group2848	Naja-naja	CM019166.1	+	13940001	13944183	m9	16	C16L72
group1492	Naja-naja	CM019166.1	-	13943449	13959999	m9	16	C16L73
group1889	Naja-naja	CM019166.1	+	13944490	13957848	m9	16	C16L74
group1927	Naja-naja	CM019166.1	-	13947459	13949890	m9	16	C16L75
group2624	Naja-naja	CM019166.1	+	13964187	13966892	m9	16	C16L76
group2876	Naja-naja	CM019166.1	+	13985411	13993393	m9	16	C16L77
group2625	Naja-naja	CM019166.1	-	13986466	13990131	m9	16	C16L78
group2680	Naja-naja	CM019166.1	+	13998071	1.4e+07	m9	16	C16L79
group2252	Naja-naja	CM019166.1	+	14001066	14010173	m9	16	C16L80
group1494	Naja-naja	CM019166.1	-	14018957	14020000	m9	16	C16L81
group2205	Naja-naja	CM019166.1	+	14020027	14028205	m9	16	C16L82
group1899	Naja-naja	CM019166.1	-	14035050	14039999	m9	16	C16L83
group1498	Naja-naja	CM019166.1	+	14060069	14066968	m9	16	C16L84
group2038	Naja-naja	CM019166.1	-	14123713	14137832	m9	16	C16L85
group1639	Naja-naja	CM019166.1	+	14129997	14140000	m9	16	C16L86
group1754	Naja-naja	CM019166.1	-	14141488	14157093	m9	16	C16L87
group20	Naja-naja	CM019166.1	+	14300001	14312545	m9	16	C16L88
group2557	Naja-naja	CM019166.1	+	14381211	14394191	m9	16	C16L89
group2221	Naja-naja	CM019166.1	+	14490268	14498334	m9	16	C16L90
group3043	Naja-naja	CM019166.1	+	14574663	14577747	m9	16	C16L91
group266	Naja-naja	CM019166.1	+	14815911	14820000	m9	16	C16L92
group223	Naja-naja	CM019166.1	+	14845546	14853011	m9	16	C16L93
group2508	Naja-naja	CM019166.1	-	14900972	14919417	m9	16	C16L94
group2465	Naja-naja	CM019166.1	+	15085155	15091232	m9	16	C16L95
group475	Naja-naja	CM019166.1	+	15168496	15178013	m9	16	C16L96
group1505	Naja-naja	CM019166.1	-	15244187	15256404	m9	16	C16L97
group2307	Naja-naja	CM019157.1	+	40188	48369	m10	17	C17L1
group340	Naja-naja	CM019157.1	-	327181	334466	m10	17	C17L2
group1781	Naja-naja	CM019157.1	+	620001	635881	m10	17	C17L3
group3015	Naja-naja	CM019157.1	-	682079	683833	m10	17	C17L4
group291	Naja-naja	CM019157.1	+	703976	710390	m10	17	C17L5
group408	Naja-naja	CM019157.1	+	880001	897569	m10	17	C17L6
group1908	Naja-naja	CM019157.1	+	980001	985567	m10	17	C17L7
group1880	Naja-naja	CM019157.1	+	1261641	1274464	m10	17	C17L8
group604	Naja-naja	CM019157.1	-	1280001	1281512	m10	17	C17L9
group2303	Naja-naja	CM019157.1	-	1960373	1971651	m10	17	C17L10
group2520	Naja-naja	CM019157.1	+	2000540	2009305	m10	17	C17L11
group226	Naja-naja	CM019157.1	-	2110662	2115029	m10	17	C17L12
group2778	Naja-naja	CM019157.1	-	2123398	2127778	m10	17	C17L13
group1946	Naja-naja	CM019157.1	-	2182114	2186996	m10	17	C17L14
group1898	Naja-naja	CM019157.1	-	2346547	2350622	m10	17	C17L15
group2424	Naja-naja	CM019157.1	-	2720001	2727367	m10	17	C17L16
group1864	Naja-naja	CM019157.1	-	3051618	3059999	m10	17	C17L17
group1776	Naja-naja	CM019157.1	-	3440001	3450692	m10	17	C17L18
group1686	Naja-naja	CM019157.1	+	4100103	4113130	m10	17	C17L19
group2572	Naja-naja	CM019157.1	+	4221019	4234554	m10	17	C17L20
group18	Naja-naja	CM019157.1	+	4380954	4394989	m10	17	C17L21
group2503	Naja-naja	CM019157.1	-	4542145	4545039	m10	17	C17L22
group2138	Naja-naja	CM019157.1	-	4686729	4693698	m10	17	C17L23
group228	Naja-naja	CM019157.1	-	4740001	4746116	m10	17	C17L24
group484	Naja-naja	CM019157.1	-	4740001	4749957	m10	17	C17L25
group2468	Naja-naja	CM019157.1	+	5012852	5016708	m10	17	C17L26
group305	Naja-naja	CM019157.1	-	5190805	5199944	m10	17	C17L27
group293	Naja-naja	CM019157.1	+	5302407	5316865	m10	17	C17L28
group2976	Naja-naja	CM019157.1	-	6494427	6500000	m10	17	C17L29
group3026	Naja-naja	CM019157.1	-	6600001	6608319	m10	17	C17L30
group2823	Naja-naja	CM019157.1	-	7586367	7600000	m10	17	C17L31
group2267	Naja-naja	CM019157.1	+	7928951	7939999	m10	17	C17L32
group2220	Naja-naja	CM019157.1	+	7960006	7967721	m10	17	C17L33
group1817	Naja-naja	CM019157.1	-	8163103	8179811	m10	17	C17L34
group1388	Naja-naja	CM019157.1	-	8548754	8555278	m10	17	C17L35
group2930	Naja-naja	CM019157.1	-	9465357	9476199	m10	17	C17L36
group2984	Naja-naja	CM019157.1	-	9510029	9520000	m10	17	C17L37
group2189	Naja-naja	CM019157.1	-	9641622	9653132	m10	17	C17L38
group2795	Naja-naja	CM019157.1	-	9748177	9758369	m10	17	C17L39
group2318	Naja-naja	CM019157.1	-	10140095	10147151	m10	17	C17L40
group614	Naja-naja	CM019157.1	-	11500007	11506913	m10	17	C17L41
group3093	Naja-naja	CM019158.1	+	470700	477500	m11	18	C18L1
group481	Naja-naja	CM019158.1	-	763549	777103	m11	18	C18L2
group150	Naja-naja	CM019158.1	+	1296759	1298996	m11	18	C18L3
group2982	Naja-naja	CM019158.1	+	1589085	1599712	m11	18	C18L4
group542	Naja-naja	CM019158.1	-	2402118	2416722	m11	18	C18L5
group551	Naja-naja	CM019158.1	-	2433466	2439999	m11	18	C18L6
group2752	Naja-naja	CM019158.1	+	2541748	2552166	m11	18	C18L7
group1772	Naja-naja	CM019158.1	-	4146875	4159998	m11	18	C18L8
group2588	Naja-naja	CM019158.1	-	4844611	4850303	m11	18	C18L9
group2744	Naja-naja	CM019158.1	+	4960002	4978603	m11	18	C18L10
group1782	Naja-naja	CM019158.1	-	5208723	5219317	m11	18	C18L11
group2248	Naja-naja	CM019158.1	-	5409744	5420000	m11	18	C18L12
group2216	Naja-naja	CM019158.1	+	5594681	5600000	m11	18	C18L13
group2806	Naja-naja	CM019158.1	-	5780001	5791502	m11	18	C18L14
group1957	Naja-naja	CM019158.1	-	5883629	5899999	m11	18	C18L15
group2279	Naja-naja	CM019158.1	-	6992175	6999954	m11	18	C18L16
group2451	Naja-naja	CM019158.1	-	7100001	7108726	m11	18	C18L17
group1910	Naja-naja	CM019158.1	+	7160001	7179999	m11	18	C18L18
group315	Naja-naja	CM019158.1	+	7614919	7616468	m11	18	C18L19
group2953	Naja-naja	CM019158.1	-	8100001	8105856	m11	18	C18L20
group194	Naja-naja	CM019158.1	-	8233060	8239999	m11	18	C18L21
group1905	Naja-naja	CM019158.1	-	9075336	9078198	m11	18	C18L22
group601	Naja-naja	CM019158.1	-	9431935	9439571	m11	18	C18L23
group2553	Naja-naja	CM019158.1	-	9600888	9612142	m11	18	C18L24
group2764	Naja-naja	CM019158.1	+	9745915	9747755	m11	18	C18L25
group548	Naja-naja	CM019158.1	-	9832083	9834257	m11	18	C18L26
group2920	Naja-naja	CM019158.1	-	9874881	9880000	m11	18	C18L27
group373	Naja-naja	CM019158.1	+	9880001	9883006	m11	18	C18L28
group2956	Naja-naja	CM019158.1	-	9906070	9909384	m11	18	C18L29
group2768	Naja-naja	CM019158.1	+	10028879	10038391	m11	18	C18L30
group2696	Naja-naja	CM019158.1	+	10042590	10052359	m11	18	C18L31
group2698	Naja-naja	CM019158.1	-	10386465	10400000	m11	18	C18L32
group3038	Naja-naja	CM019155.1	-	73732	80000	Z	19	C19L1
group2894	Naja-naja	CM019155.1	+	440002	451219	Z	19	C19L2
group2251	Naja-naja	CM019155.1	+	2220166	2222522	Z	19	C19L3
group2275	Naja-naja	CM019155.1	+	3710182	3719429	Z	19	C19L4
group2180	Naja-naja	CM019155.1	+	3800004	3805449	Z	19	C19L5
group348	Naja-naja	CM019155.1	+	4128116	4139516	Z	19	C19L6
group329	Naja-naja	CM019155.1	+	4165638	4175181	Z	19	C19L7
group1814	Naja-naja	CM019155.1	+	4300001	4319829	Z	19	C19L8
group1279	Naja-naja	CM019155.1	+	4334010	4340000	Z	19	C19L9
group39	Naja-naja	CM019155.1	-	5611325	5620000	Z	19	C19L10
group2476	Naja-naja	CM019155.1	-	6046307	6060000	Z	19	C19L11
group2887	Naja-naja	CM019155.1	+	6473442	6474844	Z	19	C19L12
group2021	Naja-naja	CM019155.1	+	6480951	6499806	Z	19	C19L13
group2261	Naja-naja	CM019155.1	-	7040002	7043891	Z	19	C19L14
group2349	Naja-naja	CM019155.1	-	7180001	7191166	Z	19	C19L15
group2671	Naja-naja	CM019155.1	-	7433435	7439682	Z	19	C19L16
group278	Naja-naja	CM019155.1	+	9000001	9002510	Z	19	C19L17
group1534	Naja-naja	CM019155.1	-	9120001	9137571	Z	19	C19L18
group2850	Naja-naja	CM019155.1	+	9125052	9129824	Z	19	C19L19
group1240	Naja-naja	CM019155.1	+	10783381	10787661	Z	19	C19L20
group1567	Naja-naja	CM019155.1	-	10940001	10946221	Z	19	C19L21
group1928	Naja-naja	CM019155.1	+	11280001	11289550	Z	19	C19L22
group217	Naja-naja	CM019155.1	-	11463108	11477046	Z	19	C19L23
group1134	Naja-naja	CM019155.1	-	11568221	11574332	Z	19	C19L24
group1703	Naja-naja	CM019155.1	-	11603089	11609301	Z	19	C19L25
group1101	Naja-naja	CM019155.1	-	12021146	12025045	Z	19	C19L26
group2868	Naja-naja	CM019155.1	+	12291993	12299999	Z	19	C19L27
group1704	Naja-naja	CM019155.1	-	12384857	12400000	Z	19	C19L28
group3074	Naja-naja	CM019155.1	+	12672015	12673877	Z	19	C19L29
group1234	Naja-naja	CM019155.1	+	15480659	15499178	Z	19	C19L30
group1109	Naja-naja	CM019155.1	-	18642108	18655703	Z	19	C19L31
group1306	Naja-naja	CM019155.1	-	18662431	18676766	Z	19	C19L32
group3003	Naja-naja	CM019155.1	-	20961069	20970628	Z	19	C19L33
group2486	Naja-naja	CM019155.1	+	21590212	21600000	Z	19	C19L34
group2000	Naja-naja	CM019155.1	-	22101981	22119060	Z	19	C19L35
group1934	Naja-naja	CM019155.1	-	22400014	22420000	Z	19	C19L36
group2521	Naja-naja	CM019155.1	-	22600002	22608571	Z	19	C19L37
group2884	Naja-naja	CM019155.1	-	23005711	23010404	Z	19	C19L38
group3000	Naja-naja	CM019155.1	-	23536793	23538352	Z	19	C19L39
group807	Naja-naja	CM019155.1	-	23900001	23904366	Z	19	C19L40
group1742	Naja-naja	CM019155.1	+	24691978	24697598	Z	19	C19L41
group535	Naja-naja	CM019155.1	+	26980001	26994125	Z	19	C19L42
group2811	Naja-naja	CM019155.1	-	27100001	27109017	Z	19	C19L43
group1614	Naja-naja	CM019155.1	+	28123146	28139436	Z	19	C19L44
group3060	Naja-naja	CM019155.1	+	32005144	32006438	Z	19	C19L45
group2562	Naja-naja	CM019155.1	+	32102404	32114348	Z	19	C19L46
group825	Naja-naja	CM019155.1	-	34811254	34820000	Z	19	C19L47
group1150	Naja-naja	CM019155.1	-	37368114	37371297	Z	19	C19L48
group2610	Naja-naja	CM019155.1	-	37380001	37384334	Z	19	C19L49
group1317	Naja-naja	CM019155.1	-	37400616	37409131	Z	19	C19L50
group1182	Naja-naja	CM019155.1	-	37569563	37578398	Z	19	C19L51
group1775	Naja-naja	CM019155.1	+	39107092	39119499	Z	19	C19L52
group1211	Naja-naja	CM019155.1	+	39701399	39703159	Z	19	C19L53
group1174	Naja-naja	CM019155.1	-	39927094	39928490	Z	19	C19L54
group691	Naja-naja	CM019155.1	-	40709090	40717077	Z	19	C19L55
group910	Naja-naja	CM019155.1	-	40749516	40757203	Z	19	C19L56
group1259	Naja-naja	CM019155.1	-	41140775	41142983	Z	19	C19L57
group2274	Naja-naja	CM019155.1	-	41684320	41687094	Z	19	C19L58
group896	Naja-naja	CM019155.1	-	43308291	43319400	Z	19	C19L59
group1024	Naja-naja	CM019155.1	-	43422560	43425389	Z	19	C19L60
group1322	Naja-naja	CM019155.1	-	43540002	43551113	Z	19	C19L61
group738	Naja-naja	CM019155.1	-	43564541	43572263	Z	19	C19L62
group680	Naja-naja	CM019155.1	-	43668686	43679999	Z	19	C19L63
group1336	Naja-naja	CM019155.1	-	43693622	43700000	Z	19	C19L64
group1198	Naja-naja	CM019155.1	-	43873423	43878639	Z	19	C19L65
group1524	Naja-naja	CM019155.1	-	44048612	44059125	Z	19	C19L66
group1013	Naja-naja	CM019155.1	-	44176351	44178644	Z	19	C19L67
group865	Naja-naja	CM019155.1	+	44323836	44326652	Z	19	C19L68
group2607	Naja-naja	CM019155.1	+	45767928	45775215	Z	19	C19L69
group1403	Naja-naja	CM019155.1	-	46683892	46688769	Z	19	C19L70
group1242	Naja-naja	CM019155.1	-	46880001	46886038	Z	19	C19L71
group856	Naja-naja	CM019155.1	-	46900694	46905348	Z	19	C19L72
group779	Naja-naja	CM019155.1	-	46908231	46910167	Z	19	C19L73
group679	Naja-naja	CM019155.1	-	47241815	47251455	Z	19	C19L74
group950	Naja-naja	CM019155.1	-	47265163	47270472	Z	19	C19L75
group1006	Naja-naja	CM019155.1	-	47265634	47267057	Z	19	C19L76
group2482	Naja-naja	CM019155.1	-	49660001	49671589	Z	19	C19L77
group1037	Naja-naja	CM019155.1	-	49778804	49780000	Z	19	C19L78
group1190	Naja-naja	CM019155.1	-	52149551	52154752	Z	19	C19L79
group1677	Naja-naja	CM019155.1	+	52308815	52320000	Z	19	C19L80
group395	Naja-naja	CM019155.1	-	57390789	57400000	Z	19	C19L81
group286	Naja-naja	CM019155.1	+	59967699	59977769	Z	19	C19L82
group1140	Naja-naja	CM019155.1	-	71540275	71559132	Z	19	C19L83
group1285	Naja-naja	CM019155.1	-	71894559	71899977	Z	19	C19L84
group687	Naja-naja	CM019155.1	+	75405316	75410855	Z	19	C19L85
group3018	Naja-naja	CM019155.1	+	75566575	75568911	Z	19	C19L86
group1482	Naja-naja	CM019155.1	+	75684850	75694588	Z	19	C19L87
group523	Naja-naja	CM019155.1	+	79234383	79239817	Z	19	C19L88
group541	Naja-naja	CM019155.1	+	80240626	80250432	Z	19	C19L89
group1834	Naja-naja	CM019155.1	-	84422903	84439295	Z	19	C19L90
group2072	Naja-naja	CM019155.1	-	84501815	84511719	Z	19	C19L91
group1785	Naja-naja	CM019155.1	-	85083278	85099999	Z	19	C19L92
group791	Naja-naja	CM019155.1	-	85928684	85931155	Z	19	C19L93
group1305	Naja-naja	CM019155.1	-	86033020	86038512	Z	19	C19L94
group361	Naja-naja	CM019155.1	-	86363940	86379156	Z	19	C19L95
group2615	Naja-naja	CM019155.1	+	88693898	88700000	Z	19	C19L96
group188	Naja-naja	CM019155.1	+	92160001	92164954	Z	19	C19L97
group1646	Naja-naja	CM019155.1	-	92200001	92206017	Z	19	C19L98
group1645	Naja-naja	CM019155.1	-	92820001	92822563	Z	19	C19L99
group2719	Naja-naja	CM019155.1	-	94689140	94700000	Z	19	C19L100
group443	Naja-naja	CM019155.1	-	94766566	94773122	Z	19	C19L101
group1963	Naja-naja	CM019155.1	+	95821091	95828156	Z	19	C19L102
group1701	Naja-naja	CM019155.1	-	96521460	96530217	Z	19	C19L103
group1826	Naja-naja	CM019155.1	-	96590268	96592463	Z	19	C19L104
group2230	Naja-naja	CM019155.1	+	100645626	100659665	Z	19	C19L105
group2299	Naja-naja	CM019155.1	+	100768088	100778458	Z	19	C19L106
group1541	Naja-naja	CM019155.1	+	101997619	1.02e+08	Z	19	C19L107
group2602	Naja-naja	CM019155.1	-	102220205	102224382	Z	19	C19L108
group2461	Naja-naja	CM019155.1	+	102682538	102695462	Z	19	C19L109
group320	Naja-naja	CM019155.1	-	104208525	104210188	Z	19	C19L110
group499	Naja-naja	CM019155.1	+	104271287	104279499	Z	19	C19L111
group164	Naja-naja	CM019155.1	+	104788249	104792088	Z	19	C19L112
group2684	Naja-naja	CM019155.1	-	105746305	105758575	Z	19	C19L113
group23	Naja-naja	CM019155.1	-	108280400	108289240	Z	19	C19L114
group510	Naja-naja	CM019155.1	-	108493662	108499977	Z	19	C19L115
group3032	Naja-naja	CM019155.1	+	108760001	108764732	Z	19	C19L116
group2228	Naja-naja	CM019155.1	-	108783954	108797406	Z	19	C19L117
group2181	Naja-naja	CM019155.1	+	110041387	110055319	Z	19	C19L118
group515	Naja-naja	CM019155.1	+	110160635	110173191	Z	19	C19L119
group517	Naja-naja	CM019155.1	-	111961865	111969969	Z	19	C19L120
group2514	Naja-naja	CM019155.1	+	114115849	114119999	Z	19	C19L121
group2481	Naja-naja	CM019155.1	+	114155461	114158348	Z	19	C19L122
group75	Naja-naja	CM019155.1	+	114560001	114562247	Z	19	C19L123
group2668	Naja-naja	CM019155.1	-	114625641	114640000	Z	19	C19L124
group309	Naja-naja	CM019155.1	-	114650492	114659926	Z	19	C19L125
group2659	Naja-naja	CM019155.1	-	114671214	114675185	Z	19	C19L126
group2860	Naja-naja	CM019155.1	-	114700003	114709426	Z	19	C19L127
group2780	Naja-naja	CM019155.1	-	114722488	114739641	Z	19	C19L128
group2662	Naja-naja	CM019155.1	-	114927015	114938240	Z	19	C19L129
group2576	Naja-naja	CM019155.1	-	114940050	114956116	Z	19	C19L130
group2775	Naja-naja	CM019155.1	-	115341763	115357391	Z	19	C19L131
group2564	Naja-naja	CM019155.1	-	115529167	115535818	Z	19	C19L132
group1949	Naja-naja	CM019155.1	-	115758792	115759999	Z	19	C19L133
group1876	Naja-naja	CM019155.1	+	115960002	115973882	Z	19	C19L134
group2833	Naja-naja	CM019155.1	+	116000001	116016366	Z	19	C19L135
group2533	Naja-naja	CM019155.1	+	116020001	116036868	Z	19	C19L136
group2333	Naja-naja	CM019155.1	+	116180001	116198108	Z	19	C19L137
group2825	Naja-naja	CM019155.1	+	116221573	116237974	Z	19	C19L138
group2958	Naja-naja	CM019155.1	+	116354618	116356301	Z	19	C19L139
group2807	Naja-naja	CM019155.1	-	116460214	116478205	Z	19	C19L140
group2606	Naja-naja	CM019155.1	-	116502679	116517959	Z	19	C19L141
group2661	Naja-naja	CM019155.1	-	116763596	116776000	Z	19	C19L142
group2824	Naja-naja	CM019155.1	-	117060953	117071122	Z	19	C19L143
group3071	Naja-naja	CM019155.1	-	117371485	117379288	Z	19	C19L144
group3076	Naja-naja	CM019155.1	+	117440862	117453392	Z	19	C19L145
group29	Naja-naja	CM019155.1	+	118091261	118092946	Z	19	C19L146
group1741	Naja-naja	CM019155.1	+	118300001	118302813	Z	19	C19L147
group2458	Naja-naja	CM019155.1	-	119590097	119600000	Z	19	C19L148
group2155	Naja-naja	CM019155.1	-	119840266	119842632	Z	19	C19L149
group2091	Naja-naja	CM019155.1	-	120090089	120099027	Z	19	C19L150
group436	Naja-naja	CM019155.1	+	120723310	120735701	Z	19	C19L151
group2517	Naja-naja	CM019155.1	+	120840660	120859677	Z	19	C19L152
group2067	Naja-naja	CM019155.1	+	121049819	121052279	Z	19	C19L153
group2094	Naja-naja	CM019155.1	+	121093610	121100000	Z	19	C19L154
group2505	Naja-naja	CM019155.1	+	121624180	121631996	Z	19	C19L155
group2798	Naja-naja	CM019155.1	-	122407431	122419394	Z	19	C19L156
group251	Naja-naja	CM019155.1	-	124374332	124380000	Z	19	C19L157
group207	Naja-naja	CM019155.1	-	124716450	124720000	Z	19	C19L158
group2674	Naja-naja	CM019155.1	-	126300081	126307134	Z	19	C19L159
group1545	Naja-naja	CM019155.1	-	126649114	126654750	Z	19	C19L160
group2484	Naja-naja	CM019155.1	-	126900005	126915456	Z	19	C19L161
