locus	blockname	blockname_genespace
group462	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group536	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group586	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group590	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group708	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group765	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group1149	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group1238	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group1413	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group1472	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group1510	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group1531	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group1577	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group1747	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group1769	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group1794	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group1914	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group1939	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group1990	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2104	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2120	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2178	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2225	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2236	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2324	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2363	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2386	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2426	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2431	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2444	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2510	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2522	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2611	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2738	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group2965	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group3046	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group3084	chrm6block1	naja_thamnophis_naja_thamnophis_m6_16_1_1_0
group93	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group100	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group132	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group193	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group230	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group258	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group269	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group415	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group416	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group424	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group471	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group526	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group530	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group531	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group550	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group566	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group574	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group613	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group615	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group652	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group697	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group1202	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group1675	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group1698	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group1725	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group1774	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group1783	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group1792	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group1816	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group1829	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group1865	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group1879	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group1884	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group1901	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group1942	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group2168	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group2272	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group2291	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group2298	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group2379	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group2454	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group2477	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group2568	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group2593	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group2817	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group2873	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group2932	chrm7block3	naja_thamnophis_naja_thamnophis_m7_14_1_3_0
group3091	chrm7block2	naja_thamnophis_naja_thamnophis_m7_14_1_1_0
group33	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group138	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group145	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group157	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group332	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group365	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group371	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group423	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group492	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group565	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group623	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group626	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group1023	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group1414	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group1420	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group1514	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group1635	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group1650	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group1729	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group1797	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group1853	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group1874	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group1988	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group1995	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group2086	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group2137	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group2184	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group2195	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group2281	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group2395	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group2429	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group2530	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group2697	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group2992	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group3002	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group3004	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group3029	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group3033	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group3036	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group3041	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group3101	chrm8block1	naja_thamnophis_naja_thamnophis_m8_13_1_1_0
group20	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group28	chrm9block7	naja_thamnophis_naja_thamnophis_m9_17_2_4_0
group111	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group122	chrm9block6	naja_thamnophis_naja_thamnophis_m9_17_2_3_0
group140	chrm9block4	naja_thamnophis_naja_thamnophis_m9_17_5_1_0
group223	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group266	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group304	chrm9block7	naja_thamnophis_naja_thamnophis_m9_17_2_4_0
group383	chrm9block6	naja_thamnophis_naja_thamnophis_m9_17_2_3_0
group473	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group475	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group490	chrm9block7	naja_thamnophis_naja_thamnophis_m9_17_2_4_0
group527	chrm9block3	naja_thamnophis_naja_thamnophis_m9_17_3_2_0
group607	chrm9block2	naja_thamnophis_naja_thamnophis_m9_17_2_2_0
group1487	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1488	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1489	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1490	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1491	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1492	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1494	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1498	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1505	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1639	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1753	chrm9block7	naja_thamnophis_naja_thamnophis_m9_17_2_4_0
group1754	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1813	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1831	chrm9block7	naja_thamnophis_naja_thamnophis_m9_17_2_4_0
group1861	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1862	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1889	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1899	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1927	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1948	chrm9block7	naja_thamnophis_naja_thamnophis_m9_17_2_4_0
group1950	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1975	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1987	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group1998	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2002	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2005	chrm9block6	naja_thamnophis_naja_thamnophis_m9_17_2_3_0
group2033	chrm9block8	naja_thamnophis_naja_thamnophis_m9_17_3_1_0
group2038	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2045	chrm9block2	naja_thamnophis_naja_thamnophis_m9_17_2_2_0
group2107	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2123	chrm9block7	naja_thamnophis_naja_thamnophis_m9_17_2_4_0
group2126	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2128	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2130	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2205	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2221	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2252	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2257	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2304	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2308	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2356	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2368	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2374	chrm9block1	naja_thamnophis_naja_thamnophis_m9_17_1_1_0
group2385	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2400	chrm9block7	naja_thamnophis_naja_thamnophis_m9_17_2_4_0
group2423	chrm9block7	naja_thamnophis_naja_thamnophis_m9_17_2_4_0
group2433	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2462	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2465	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2483	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2497	chrm9block7	naja_thamnophis_naja_thamnophis_m9_17_2_4_0
group2508	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2557	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2617	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2618	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2619	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2620	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2621	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2624	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2625	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2657	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2666	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2667	chrm9block3	naja_thamnophis_naja_thamnophis_m9_17_3_2_0
group2675	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2680	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2687	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2692	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2704	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2705	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2797	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2844	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2846	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2848	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2867	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2871	chrm9block7	naja_thamnophis_naja_thamnophis_m9_17_2_4_0
group2876	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2878	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group2973	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group3043	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group3053	chrm9block5	naja_thamnophis_naja_thamnophis_m9_17_2_1_0
group23	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group29	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group30	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group39	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group52	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group75	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group98	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group139	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group164	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group173	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group188	chrZblock3	naja_thamnophis_naja_thamnophis_Z_Z_1_3_0
group207	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group217	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group247	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group251	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group278	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group286	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group290	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group309	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group314	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group320	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group329	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group330	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group348	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group349	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group361	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group395	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group436	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group443	chrZblock3	naja_thamnophis_naja_thamnophis_Z_Z_1_3_0
group499	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group510	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group515	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group517	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group523	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group535	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group538	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group541	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group679	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group680	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group687	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group691	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group738	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group779	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group791	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group807	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group825	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group856	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group865	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group896	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group910	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group950	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1006	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1013	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1024	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1037	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1101	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1109	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1134	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1140	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1150	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1174	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1182	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1190	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1198	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1211	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1234	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1240	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1242	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1259	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1279	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1285	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1305	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1306	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1317	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1322	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1336	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1403	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1482	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1524	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1534	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1541	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group1545	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group1567	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1614	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1645	chrZblock3	naja_thamnophis_naja_thamnophis_Z_Z_1_3_0
group1646	chrZblock3	naja_thamnophis_naja_thamnophis_Z_Z_1_3_0
group1677	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1701	chrZblock4	naja_thamnophis_naja_thamnophis_Z_Z_1_4_0
group1703	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1704	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1741	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group1742	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1775	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1785	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1814	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1820	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group1823	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group1826	chrZblock4	naja_thamnophis_naja_thamnophis_Z_Z_1_4_0
group1834	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1876	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group1881	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group1928	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1929	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group1934	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group1937	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group1949	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group1963	chrZblock4	naja_thamnophis_naja_thamnophis_Z_Z_1_4_0
group1996	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2000	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2009	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2021	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2037	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2065	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2067	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2072	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2078	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2091	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2094	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2122	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2146	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2155	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2180	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2181	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2218	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2228	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2230	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2241	chrZblock2	naja_thamnophis_naja_thamnophis_Z_Z_1_2_0
group2251	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
group2261	chrZblock1	naja_thamnophis_naja_thamnophis_Z_Z_1_1_0
