Thamnophis_sirtalis.locus	num.Species	CountCover	absolutePIS	percentPIS	mean.pident	pident.Thamnophis_sirtalis	pident.Anolis_carolinensis	pident.Gekko_japonicus	pident.Pogona_vitticeps	pident.Crotalus_horridus	pident.Crotalus_mitchellii	pident.Ophiophagus_hannah	pident.Pantherophis_guttatus	pident.Protobothrops_mucrosquamatus	pident.Python_bivittatus	pident.Vipera_berus	gene.name	locus.length.Thamnophis_sirtalis	mean.variable.sites	min.pident.all	min.pident.subgroup
NW_013658626.1:310641-310978	11	330	141	42.73	79.93	100	55.76	60.9	58.48	83.94	88.73	88.79	84.85	84.71	83.64	89.39	LOC106547027	337	0.2	55.76	83.64
NW_013659362.1:59013-59969	11	537	99	18.44	79.95	100	54.9	46.3	62.69	87.68	87.27	89.28	92.89	88.41	82.11	87.88	LOC106551249	956	0.2	46.3	82.11
NW_013658330.1:598433-598609	11	174	69	39.66	79.95	100	74.71	74.85	81.61	66.67	66.07	94.25	65.48	95.4	94.92	65.48	A2ML1	176	0.2	65.48	65.48
NW_013661144.1:28248-28445	11	146	44	30.14	79.95	100	61.4	67.54	65.79	80.56	80.56	86.79	89.58	83.33	80.56	83.33	NOP14	197	0.2	61.4	80.56
NW_013659388.1:328242-328392	11	150	47	31.33	79.96	100	67.33	68.52	68.67	82	82.67	86.05	82.31	82	77.33	82.67	LOC106551364	150	0.2	67.33	77.33
NW_013659880.1:31341-31483	11	143	51	35.66	79.96	100	59.69	62.32	58.7	85.11	85.82	89.63	91.49	85.82	76.6	84.4	TTI1	142	0.2	58.7	76.6
NW_013658478.1:468282-468678	11	177	37	20.9	79.96	100	67.86	68.18	69.44	82.14	82.14	83.33	84.52	80.95	78.62	82.39	LOC106545779	396	0.2	67.86	78.62
NW_013658498.1:177424-177572	11	147	45	30.61	79.97	100	53.03	64.23	70.37	84.35	85.03	87.76	87.68	85.71	78.47	82.99	LOC106545968	148	0.2	53.03	78.47
NW_013658945.1:198496-199647	11	1140	422	37.02	79.98	100	67	65.33	63.56	76.05	75.7	93.67	75.61	92.02	80.18	90.61	ZNF79	1151	0.2	63.56	75.61
NW_013658656.1:452770-452921	11	150	49	32.67	79.98	100	61.11	67.33	66	82	82.67	85.33	87.33	82	84	82	LOC106547258	151	0.2	61.11	82
NW_013657753.1:178916-179062	11	144	58	40.28	79.98	100	65.28	63.7	61.81	85.42	85	85.71	87.5	86.11	78.01	81.25	CD40	146	0.2	61.81	78.01
NW_013659879.1:109171-109439	11	267	87	32.58	79.98	100	68.91	53.51	64.79	86.89	85.02	86.89	90.26	84.27	75.38	83.9	LOC106553137	268	0.2	53.51	75.38
NW_013657877.1:283962-284365	11	216	83	38.43	79.99	100	33.58	36.57	41.79	94.91	94.91	96.67	97.66	94.91	93.98	94.91	OTP	403	0.2	33.58	93.98
NW_013657705.1:857837-857971	11	132	50	37.88	79.99	100	66.67	71.32	67.44	90.91	90.91	69.77	71.32	90.15	69.77	91.67	LOC106543328	134	0.2	66.67	69.77
NW_013659437.1:46697-47120	11	420	117	27.86	80	100	76.43	69.52	73.81	68.42	68.42	96.67	96.67	68.42	91.43	70.18	STS	423	0.2	68.42	68.42
NW_013657838.1:444687-445010	11	321	97	30.22	80.01	100	65.42	36.23	62.86	89.72	89.41	87.45	89.8	89.72	81.93	87.54	CD200	323	0.2	36.23	81.93
NW_013658114.1:538621-538879	11	258	89	34.5	80.02	100	61.54	59.67	69.86	83.72	83.33	86.82	90.31	83.33	79.46	82.17	LOC106542357	258	0.2	59.67	79.46
NW_013659369.1:100433-100579	11	147	50	34.01	80.02	100	64.17	62.59	61.22	86.39	86.39	86.81	89.8	85.03	74.15	83.67	GGT5	146	0.2	61.22	74.15
NW_013659221.1:21077-21493	11	372	156	41.94	80.02	100	64.77	63.96	60.61	83.74	82.66	85.09	85.64	84.18	85.22	84.41	LOC106550600	416	0.2	60.61	82.66
NW_013658016.1:424945-425303	11	279	76	27.24	80.03	100	65.08	64.34	63.12	83.15	82.8	90.4	87.39	82.8	80.78	80.47	SIPA1L3	358	0.2	63.12	80.47
NW_013660352.1:4695-5703	11	963	195	20.25	80.03	100	68.95	59.08	67.97	85.07	77.84	84.47	84.65	85.07	80.84	86.4	LOC106554428	1008	0.2	59.08	77.84
NW_013657800.1:173029-173309	11	279	81	29.03	80.03	100	69.35	73.58	68.36	80.29	81	80.43	84.8	81.94	77.78	82.8	KIAA1462	280	0.2	68.36	77.78
NW_013658875.1:66657-66786	11	130	60	46.15	80.03	100	42.86	46.43	45.54	92.25	92.25	93.02	95.35	89.92	89.74	93.02	LOC106548681	129	0.2	42.86	89.74
NW_013659205.1:260986-261345	11	360	129	35.83	80.04	100	52.25	64.44	51.82	87.78	88.33	89.44	89.72	88.33	82.22	86.11	LOC106550519	359	0.2	51.82	82.22
NW_013658352.1:524286-524688	11	342	135	39.47	80.05	100	66.37	58.82	60.69	85.96	86.26	86.43	89.37	86.84	74.4	85.38	LOC106544718	402	0.2	58.82	74.4
NW_013659347.1:222334-223957	11	1082	232	21.44	80.05	100	62.44	62.19	63.21	85.56	85.29	85.59	89.3	85.16	76.45	85.36	LOC106551198	1623	0.2	62.19	76.45
NW_013657942.1:979410-980237	11	432	97	22.45	80.05	100	64.42	70.71	34.52	87.5	86.81	89.35	90.23	87.73	82.53	86.81	LOC106540038	827	0.2	34.52	82.53
NW_013659223.1:62760-63440	11	675	236	34.96	80.06	100	53.82	64.34	66.19	85.56	85.04	89.43	89.57	84.25	78.22	84.2	IQCD	680	0.2	53.82	78.22
NW_013660773.1:58617-59320	11	477	88	18.45	80.07	100	44.7	65.68	43.26	91.36	90.12	88.39	91.23	91.36	82.54	92.09	NUFIP2	703	0.2	43.26	82.54
NW_013658348.1:301824-302154	11	339	49	14.45	80.07	100	67.42	64.39	64.89	85.71	86.15	79.55	87.88	84.62	75.76	84.42	SLC9A1	330	0.2	64.39	75.76
NW_013659883.1:76046-76273	11	228	93	40.79	80.08	100	66.67	69.78	68.42	73.25	76	89.04	92.11	90.35	85.09	70.18	LOC106553152	227	0.2	66.67	70.18
NW_013658184.1:117750-117935	11	183	69	37.7	80.08	100	65.57	65.03	68.31	81.97	82.51	83.61	87.43	84.15	80.33	81.97	LOC106543122	185	0.2	65.03	80.33
NW_013657940.1:713082-713516	11	333	89	26.73	80.08	100	70	68.54	66.67	79.69	79.69	86.67	89.44	79.31	82.35	78.54	TIGAR	434	0.2	66.67	78.54
NW_013657699.1:172107-173238	11	1125	251	22.31	80.1	100	63.87	60.72	67.26	84.18	84	85.74	86.41	85.47	77.35	86.04	LOC106541188	1131	0.2	60.72	77.35
NW_013661004.1:275-466	11	174	50	28.74	80.1	100	71.43	71.97	67.88	81.55	76	83.95	84.41	81.61	82.96	79.31	LACTBL1	191	0.2	67.88	76
NW_013658570.1:146399-146556	11	156	58	37.18	80.1	100	51.28	68.94	74.07	83.33	82.69	88.89	88.46	82.69	78.03	82.69	LOC106546639	157	0.2	51.28	78.03
NW_013660665.1:79452-80618	11	891	157	17.62	80.1	100	36.26	71.67	70.34	87.88	87.21	88.22	87.71	86.53	78.76	86.53	LOC106555038	1166	0.2	36.26	78.76
NW_013660230.1:80902-81208	11	294	97	32.99	80.1	100	70.07	62.59	70.75	82.65	80.95	85.37	81.29	85.03	82.49	79.93	LOC106554149	306	0.2	62.59	79.93
NW_013658511.1:521758-522675	11	918	311	33.88	80.1	100	49.56	64.92	52.38	88.45	88.02	88.34	89.32	89	83.33	87.8	LOC106546088	917	0.2	49.56	83.33
NW_013659289.1:94168-95898	11	548	98	17.88	80.11	100	66.67	62.6	60.38	84.29	83.81	87.74	87.77	85.24	85.24	77.49	LOC106550910	1730	0.2	60.38	77.49
NW_013658095.1:394218-394380	11	162	53	32.72	80.11	100	68.09	58.33	70.83	83.95	83.95	84.57	85.8	84.57	80.27	80.86	CSF2RB	162	0.2	58.33	80.27
NW_013659601.1:103096-103244	11	147	32	21.77	80.11	100	59.77	66.67	66.67	83.67	82.99	86.23	88.64	82.31	83.33	80.95	IL17RE	148	0.2	59.77	80.95
NW_013658151.1:17400-18719	11	1317	511	38.8	80.11	100	60.9	60.44	60.07	85.73	85.76	86.18	90.3	85.65	79.86	86.36	LOC106542769	1319	0.2	60.07	79.86
NW_013657827.1:892624-893214	11	585	246	42.05	80.11	100	71.7	56.19	53.16	72.69	91.11	92.72	94.7	91.45	84.97	72.57	BAAT	590	0.2	53.16	72.57
NW_013659274.1:156223-158153	11	555	113	20.36	80.11	100	53.9	59.92	44.7	88.76	88.18	91.51	93.11	88.53	82.53	90.12	LOC106550835	1930	0.2	44.7	82.53
NW_013659992.1:216452-216734	11	201	64	31.84	80.11	100	66.67	69.75	64.41	83.93	83.33	81.09	89.74	83.93	74.77	83.63	CASC1	282	0.2	64.41	74.77
NW_013658527.1:30809-31212	11	363	102	28.1	80.12	100	71.13	72.65	72.37	84.82	84.23	83.93	74.8	80.91	78.23	78.24	LOC106546228	403	0.2	71.13	74.8
NW_013658940.1:335961-338318	11	1944	574	29.53	80.12	100	66.07	66.53	65.12	83.54	83.13	87.02	86.18	83.49	76.92	83.33	LOC106549111	2357	0.2	65.12	76.92
NW_013658589.1:162687-163006	11	318	127	39.94	80.12	100	59.18	61.11	58.81	84.59	84.59	89.74	90.88	86.79	80.45	85.22	LOC106546773	319	0.2	58.81	80.45
NW_013658277.1:93259-93714	11	258	75	29.07	80.13	100	60.71	69.7	70.68	83.33	83.33	82.76	85.82	82.95	80.72	81.4	LOC106544039	455	0.2	60.71	80.72
NW_013658839.1:234827-235736	11	398	64	16.08	80.13	100	62.22	62.22	61.67	85.87	84.78	84.74	88.52	86.23	81.96	83.2	B4GALNT3	909	0.2	61.67	81.96
NW_013657723.1:687188-687360	11	153	51	33.33	80.14	100	57.74	64.29	63.7	77.78	88.46	91.84	93.2	82.67	79.17	82.67	TYMP	172	0.2	57.74	77.78
NW_013659097.1:179412-179577	11	162	50	30.86	80.14	100	62.86	66.67	64.65	84.57	82.72	87.65	88.27	83.33	78.7	82.1	HGFAC	165	0.2	62.86	78.7
NW_013658179.1:659446-659966	11	276	104	37.68	80.15	100	58.84	63.6	60.51	83.15	82.77	90.88	91.32	82.02	82.76	85.77	LYPD3	520	0.2	58.84	82.02
NW_013658283.1:698887-700126	11	795	157	19.75	80.15	100	64.18	42.86	65.12	87.18	87.03	88.41	91.7	86.88	81.12	87.18	LOC106544087	1239	0.2	42.86	81.12
NW_013659209.1:281683-281831	11	147	35	23.81	80.16	100	73.61	59.09	73.33	76.98	77.78	90.7	89.8	79.26	77.5	83.7	LOC106550540	148	0.2	59.09	76.98
NW_013659489.1:56409-56560	11	150	45	30	80.17	100	63.33	78.79	64.67	81.33	82	84.35	84.72	83.33	78	81.33	CDHR2	151	0.2	63.33	78
NW_013657934.1:805818-805972	11	153	55	35.95	80.17	100	62.09	63.4	62.75	84	84	89.33	87.58	84.67	82.35	81.7	LOC106539887	154	0.2	62.09	81.7
NW_013658800.1:396238-396570	11	255	70	27.45	80.18	100	51.32	67.23	53.7	89.41	86.27	88.89	86.27	88.24	83.53	87.06	LOC106548241	332	0.2	51.32	83.53
NW_013659032.1:247785-248040	11	255	71	27.84	80.18	100	63.02	62.86	64.52	83.53	83.53	86.76	88.57	83.53	80.39	85.25	PRR14	255	0.2	62.86	80.39
NW_013657760.1:1439620-1439865	11	243	86	35.39	80.18	100	67.57	61.98	62.72	84.36	83.13	87.24	93	84.77	74.9	82.3	LOC106556803	245	0.2	61.98	74.9
NW_013657853.1:609655-614905	11	1502	135	8.99	80.18	100	30.99	62.22	58.7	90.34	90.11	91.46	93.21	89.43	85.71	89.81	KIAA1551	5250	0.2	30.99	85.71
NW_013659271.1:182124-183808	11	882	289	32.77	80.18	100	42.59	38.9	40.13	93.01	93.88	96.15	96.77	94.78	94.15	91.67	REST	1684	0.2	38.9	91.67
NW_013660884.1:27051-27326	11	273	107	39.19	80.19	100	68.54	64.84	64.44	89.01	88.64	90.84	93.41	90.11	65.19	67.03	LOC106555388	275	0.2	64.44	65.19
NW_013660676.1:17137-17859	11	678	149	21.98	80.19	100	70.51	69.28	70.34	80.63	81.08	86.22	86.42	80.36	77.61	79.62	SOD3	722	0.2	69.28	77.61
NW_013661457.1:25657-25884	11	225	62	27.56	80.19	100	71.56	40.76	68	85.78	85.78	90.22	89.78	86.22	79.11	84.89	LOC106556146	227	0.2	40.76	79.11
NW_013658626.1:327904-328079	11	165	32	19.39	80.19	100	68	77.33	73.33	83.03	81.21	79.39	78.79	80	81.05	80	LOC106547028	175	0.2	68	78.79
NW_013658893.1:29782-30570	11	789	243	30.8	80.19	100	69.15	58.29	55.97	83.78	83.27	92.14	81.75	83.27	84.28	90.24	LOC106548802	788	0.2	55.97	81.75
NW_013658056.1:387582-388367	11	528	176	33.33	80.2	100	61.11	59.14	61.68	85.61	85.61	91.14	87.48	84.85	79.62	86.02	UBAP1L	785	0.2	59.14	79.62
NW_013658315.1:274-790	11	516	192	37.21	80.21	100	65.7	64.73	68.41	82.95	83.72	84.5	81.2	86.63	82.36	82.17	LOC106544412	516	0.2	64.73	81.2
NW_013658176.1:477278-477622	11	342	93	27.19	80.22	100	60.07	55.8	63.58	84.5	84.5	89.77	92.69	85.09	82.46	83.92	CD8A	344	0.2	55.8	82.46
NW_013659107.1:63341-63536	11	195	75	38.46	80.22	100	52.15	65.64	66.15	86.67	84.1	91.79	87.18	86.67	77.95	84.1	LOC106550011	195	0.2	52.15	77.95
NW_013658723.1:420142-422238	11	1446	350	24.2	80.22	100	71.05	42.45	42.16	88.47	87.03	93.17	93.54	89.02	87	88.52	ZNF106	2096	0.2	42.16	87
NW_013658485.1:452494-454377	11	1794	743	41.42	80.23	100	60.56	60.97	63.87	92.65	70.52	94.06	81.02	92.51	74.39	91.93	LOC106545845	1883	0.2	60.56	70.52
NW_013657689.1:2776804-2777712	11	318	81	25.47	80.23	100	45	44.72	85.71	85.22	84.28	87.01	90.85	86.79	87.44	85.53	LOC106537824	908	0.2	44.72	84.28
NW_013658193.1:378852-379359	11	432	93	21.53	80.23	100	66.15	57.14	62.56	85.61	85.37	87.13	88.74	86.81	79.86	83.21	EFCAB12	507	0.2	57.14	79.86
NW_013659818.1:29102-29314	11	213	81	38.03	80.24	100	58.33	58.49	50.31	89.2	90.14	91.08	90	91.55	74.76	88.73	LOC106552952	212	0.2	50.31	74.76
NW_013657758.1:1332022-1332717	11	696	221	31.75	80.24	100	55.25	74.93	59.71	84.77	86.71	84.2	86.06	83.33	83.48	84.2	LOC106556754	695	0.2	55.25	83.33
NW_013661220.1:36829-37863	11	929	148	15.93	80.26	100	63.3	36.18	66.67	87.97	87.97	89.91	91.45	88.46	83.9	87.01	LOC106555886	1034	0.2	36.18	83.9
NW_013661117.1:28177-28741	11	564	195	34.57	80.26	100	60.13	62.15	59.4	85.99	86.35	87.41	87.7	85.99	82.98	84.75	LOC106555751	564	0.2	59.4	82.98
NW_013658157.1:277334-277732	11	294	92	31.29	80.27	100	64.23	62.46	67.07	85.92	84.04	85.45	88.98	86.38	73.41	84.98	LOC106542827	398	0.2	62.46	73.41
NW_013659214.1:11430-12410	11	963	264	27.41	80.27	100	57.67	73.82	73.59	82.94	81.41	80.16	82.39	80.79	83.02	87.17	LOC106550577	980	0.2	57.67	80.16
NW_013657938.1:274249-275199	11	747	186	24.9	80.27	100	69.64	50.53	73.87	83.81	84.08	85.26	86.32	84.57	79.76	85.12	LOC106539951	950	0.2	50.53	79.76
NW_013657799.1:1375490-1376174	11	669	168	25.11	80.27	100	70.37	73.74	73.1	81.09	81.4	80.05	85.19	80.62	76.83	80.62	LOC106537557	684	0.2	70.37	76.83
NW_013657830.1:559435-560686	11	1227	499	40.67	80.28	100	63.46	61.9	64.37	82.43	80.2	92.22	93.1	83	79.36	83.04	LOC106538186	1251	0.2	61.9	79.36
NW_013657950.1:886313-887047	11	582	173	29.73	80.3	100	61.86	67.79	60	84.36	84.71	87.8	81.84	85.91	82.21	86.77	LOC106540150	734	0.2	60	81.84
NW_013658422.1:99042-99394	11	330	109	33.03	80.3	100	65.99	64.72	67.31	83.95	85.58	84.52	84.52	84.88	77.27	84.57	LOC106545318	352	0.2	64.72	77.27
NW_013658853.1:248697-248837	11	138	40	28.99	80.3	100	71.74	70.29	68.12	81.16	81.88	84.78	85.51	82.61	77.54	79.71	LOC106548570	140	0.2	68.12	77.54
NW_013657811.1:1254879-1255008	11	128	51	39.84	80.31	100	40.18	37	70.73	86.51	86.51	96.03	97.67	88.1	90.24	90.48	LOC106537829	129	0.2	37	86.51
NW_013658306.1:1557-1885	11	327	138	42.2	80.31	100	56.88	61.01	60.55	85.02	86.96	90.52	85.02	87.18	83.49	86.85	LOC106544325	328	0.2	56.88	83.49
NW_013658270.1:312130-312301	11	171	51	29.82	80.32	100	71.35	71.6	75.44	78.52	78.52	82.46	88.41	77.04	78.36	81.87	PPP1R9A	171	0.2	71.35	77.04
NW_013660095.1:83321-84747	11	510	84	16.47	80.33	100	41.03	77.66	42.53	88.49	88.49	92.74	93.12	87.1	84.62	87.9	LOC106553801	1426	0.2	41.03	84.62
NW_013659178.1:34250-35155	11	906	346	38.19	80.34	100	63.8	62.35	65.78	84.99	85.54	89.25	87.62	85.54	73.95	84.91	LOC106550382	905	0.2	62.35	73.95
NW_013658080.1:198480-198602	11	123	43	34.96	80.34	100	64.23	69.11	69.92	83.74	83.74	82.11	88.62	82.11	77.24	82.93	ACOX3	122	0.2	64.23	77.24
NW_013661100.1:1906-2143	11	237	75	31.65	80.34	100	63.46	67.31	61.9	83.54	83.12	88.61	90.72	81.01	84.81	79.28	LOC106555729	237	0.2	61.9	79.28
NW_013661560.1:19671-19835	11	165	65	39.39	80.35	100	63.64	67.27	64.85	83.03	83.03	90.3	92.73	84.24	76.36	78.4	LOC106556247	164	0.2	63.64	76.36
NW_013657770.1:545513-545640	11	111	24	21.62	80.35	100	65.62	64.52	68.82	82.88	82.88	85.59	85.59	84.68	81.08	82.22	TDG	127	0.2	64.52	81.08
NW_013659229.1:2552-2716	11	165	43	26.06	80.36	100	70.3	70.3	73.33	81.21	81.82	81.21	84.28	82.42	79.07	80	LOC106550634	164	0.2	70.3	79.07
NW_013658767.1:116147-119642	11	2058	428	20.8	80.36	100	67.56	39.31	37.99	91.06	91.4	92.6	93.84	91.64	87.35	91.21	ZNF804B	3495	0.2	37.99	87.35
NW_013657910.1:829056-829306	11	249	83	33.33	80.36	100	56.38	70	75.5	81.93	82.52	85.54	87.55	83.53	79.12	81.93	LOC106539505	250	0.2	56.38	79.12
NW_013658615.1:34549-36031	11	753	176	23.37	80.37	100	51.25	84.81	83.82	79.17	85.89	89.19	72.27	79.49	71.36	86.79	ADAR	1482	0.2	51.25	71.36
NW_013658990.1:4912-5104	11	159	56	35.22	80.38	100	60.11	72.07	64.29	76.73	82.78	90.58	83.33	83.33	83.33	87.6	LOC106549396	192	0.2	60.11	76.73
NW_013658528.1:499171-499924	11	477	78	16.35	80.38	100	51.92	72.55	51.19	88.11	86.3	88.63	89.15	86.56	84.23	85.53	INCENP	753	0.2	51.19	84.23
NW_013657761.1:781285-781656	11	334	118	35.33	80.38	100	65.76	63.96	63.94	86.14	86.14	82.58	82.89	85.54	80.48	86.75	SSNA1	371	0.2	63.94	80.48
NW_013658015.1:838395-838642	11	237	48	20.25	80.38	100	62.96	63.73	69.92	84.77	85.23	86.92	88	83.12	76.42	83.12	SCNN1D	247	0.2	62.96	76.42
NW_013658143.1:106503-108038	11	1272	364	28.62	80.39	100	54.32	68.93	56.59	85.18	84.27	88.52	86.26	88.12	85.96	86.15	LOC106542698	1535	0.2	54.32	84.27
NW_013659855.1:29991-30929	11	936	284	30.34	80.4	100	56.94	74.92	56.3	85.14	85.03	86	84.67	86.51	84.4	84.48	LOC106553072	938	0.2	56.3	84.4
NW_013658652.1:197533-197761	11	228	80	35.09	80.4	100	58.45	53.15	68.86	86.84	85.96	91.67	88.6	86.84	78.51	85.53	LOC106547235	228	0.2	53.15	78.51
NW_013660553.1:75133-75663	11	405	103	25.43	80.41	100	71.21	63.64	61.32	83.7	81.87	88.64	88.1	84.14	79.95	81.98	CDCA5	530	0.2	61.32	79.95
NW_013661009.1:25069-25944	11	876	239	27.28	80.41	100	66.67	62.38	60.11	83.45	82.99	83.11	88.7	86.64	83.56	86.96	LOC106555591	875	0.2	60.11	82.99
NW_013658237.1:643257-644136	11	423	127	30.02	80.42	100	74.36	62.57	67.34	78.79	77.92	85.93	89.55	80.61	83.97	83.53	LINS1	879	0.2	62.57	77.92
NW_013659883.1:45040-45855	11	816	172	21.08	80.42	100	63.75	66.67	58.22	88.6	85.01	91.27	71.21	88.97	82.78	88.11	LOC106553150	815	0.2	58.22	71.21
NW_013660262.1:30278-30911	11	591	183	30.96	80.42	100	65.7	67.95	67.65	80.67	80.11	88.84	90.61	81.16	80.47	81.41	TSC1	633	0.2	65.7	80.11
NW_013658325.1:101935-102078	11	144	40	27.78	80.42	100	72.81	62.39	72.87	81.94	81.94	85.42	88.19	80.56	76.52	81.94	LOC106544529	143	0.2	62.39	76.52
NW_013659777.1:32441-32604	11	153	58	37.91	80.42	100	68.99	60.67	62.03	85.62	85.62	86.93	90.2	82.35	77.78	84.47	LOC106552808	163	0.2	60.67	77.78
NW_013660328.1:95314-95646	11	324	141	43.52	80.43	100	53.33	64.38	52	86.42	87.62	90.09	92.19	85.19	87.35	86.11	LOC106554387	332	0.2	52	85.19
NW_013660057.1:49140-49450	11	300	115	38.33	80.43	100	58.84	71.33	73.4	86	69.39	83	84	90.24	81.14	87.33	LOC106553679	310	0.2	58.84	69.39
NW_013657895.1:809915-810199	11	282	89	31.56	80.43	100	64.87	62.77	69.15	83.33	83.69	88.65	85.82	85.11	78.37	82.98	VSIG10	284	0.2	62.77	78.37
NW_013657739.1:557676-558059	11	381	129	33.86	80.44	100	52.3	67.74	63.2	86.35	86.35	87.27	92.39	87.66	74.12	87.4	ATF7IP2	383	0.2	52.3	74.12
NW_013658362.1:408941-409244	11	304	73	24.01	80.44	100	69.61	69.7	64.53	82.75	83.33	87.06	92.73	80.29	75.31	79.54	LOC106544791	303	0.2	64.53	75.31
NW_013657686.1:1034350-1035604	11	486	178	36.63	80.44	100	42.81	41.47	45.38	94.03	94.44	95.47	96.5	93.65	87.45	93.65	AHR	1254	0.2	41.47	87.45
NW_013659149.1:207178-207328	11	150	46	30.67	80.45	100	66	66.67	67.33	83.67	82.67	82.99	88.67	84.67	76.92	85.33	LOC106550249	150	0.2	66	76.92
NW_013659779.1:147871-148146	11	273	92	33.7	80.45	100	70.5	61.74	68.97	80.95	83.52	85.93	86.89	82.77	80.9	82.77	LOC106552817	275	0.2	61.74	80.9
NW_013658829.1:212431-213291	11	861	335	38.91	80.46	100	60.32	63.74	63.87	87.11	85.83	71.45	93.5	86.06	84.67	88.54	LOC106548418	860	0.2	60.32	71.45
NW_013658109.1:554621-554904	11	198	70	35.35	80.46	100	62.63	64.33	63.13	86.36	84.85	86.44	88.89	85.35	77.78	85.35	LOC106542289	283	0.2	62.63	77.78
NW_013657804.1:825547-826146	11	594	229	38.55	80.47	100	61.11	62.88	53.12	78.88	78.88	95.12	95.12	94.28	83.08	82.7	LOC106537666	599	0.2	53.12	78.88
NW_013659383.1:133031-133156	11	122	34	27.87	80.47	100	68.82	72.04	77.08	81.61	81.48	84.31	83.74	75.83	83.84	76.42	LOC106551344	125	0.2	68.82	75.83
NW_013658231.1:347370-347565	11	195	67	34.36	80.47	100	67.25	69.23	66.07	84.62	84.62	85.71	86.67	84.62	72.82	83.59	CEL	195	0.2	66.07	72.82
NW_013660241.1:18734-19111	11	235	66	28.09	80.48	100	67.14	63.16	67.44	80.95	81.82	91.23	86.74	84.21	79.03	83.57	CORIN	377	0.2	63.16	79.03
NW_013658696.1:10414-11019	11	408	112	27.45	80.48	100	68.82	64.6	74.58	85.78	85.54	87.65	90.07	86.03	71.03	71.2	LOC106547559	605	0.2	64.6	71.03
NW_013658667.1:25930-26853	11	918	251	27.34	80.49	100	54.26	59.75	56.38	87.9	87.39	88.24	88.03	88.17	87.58	87.65	LOC106547330	923	0.2	54.26	87.39
NW_013659002.1:254799-254957	11	135	54	40	80.49	100	65.89	62.96	65.79	82.96	84.44	86.67	92.59	82.96	79.07	82.05	CHRDL1	158	0.2	62.96	79.07
NW_013658179.1:187139-187310	11	168	58	34.52	80.49	100	68.67	70	72	81.55	80.95	83.33	88	82.74	79.63	78.57	LOC106543090	171	0.2	68.67	78.57
NW_013658704.1:17232-17371	11	138	43	31.16	80.5	100	74.64	73.19	73.91	78.99	78.99	82.61	83.33	80.43	81.16	78.26	DENND4B	139	0.2	73.19	78.26
NW_013659900.1:154626-154786	11	153	53	34.64	80.5	100	64.34	60.14	64.49	83.01	82	88.89	91.5	88.24	79.26	83.66	LOC106553193	160	0.2	60.14	79.26
NW_013658923.1:85518-85934	11	318	98	30.82	80.51	100	63.07	67.16	67.66	80.32	87.42	86.81	88.25	80.95	82.65	81.27	LOC106548993	416	0.19	63.07	80.32
NW_013658905.1:242429-242562	11	132	50	37.88	80.51	100	58.91	71.32	64.39	84.5	84.5	86.05	89.39	84.85	80.62	81.06	MOV10	133	0.19	58.91	80.62
NW_013659455.1:88861-88986	11	123	52	42.28	80.51	100	66.67	57.89	60.53	84.55	85.37	86.99	86.67	85.37	87.36	84.21	LOC106551638	125	0.19	57.89	84.21
NW_013659501.1:75751-75942	11	189	76	40.21	80.51	100	70.9	68.33	70.9	77.25	76.72	86.77	88.17	79.89	82.54	84.13	LOC106551827	191	0.19	68.33	76.72
NW_013657773.1:771675-771855	11	180	71	39.44	80.51	100	69.44	72.22	70.62	86.67	71.67	90	90	86.67	81.11	67.22	LOC106557085	180	0.19	67.22	67.22
NW_013657846.1:805544-805763	11	219	67	30.59	80.51	100	39.39	68.1	61.03	88.13	87.67	92.13	91.32	88.58	79.91	89.39	LOC106538459	219	0.19	39.39	79.91
NW_013659174.1:118317-121361	11	1193	178	14.92	80.54	100	54.65	61.35	60.8	88.66	87.07	89.78	89.87	87.57	81.14	85.02	KIAA1522	3044	0.19	54.65	81.14
NW_013659315.1:260888-261908	11	801	253	31.59	80.54	100	50.4	60.76	58.99	88.76	88.89	91.38	93.98	89.14	73.42	90.26	LOC106551028	1020	0.19	50.4	73.42
NW_013658170.1:16469-16641	11	171	60	35.09	80.56	100	62.5	57.14	56.14	88.89	87.13	86.9	90.91	87.72	80.12	88.69	LOC106543001	172	0.19	56.14	80.12
NW_013658120.1:395678-395853	11	174	63	36.21	80.56	100	61.49	60.13	66.09	86.21	86.78	88.51	86.21	85.06	77.78	87.93	ASGR1	175	0.19	60.13	77.78
NW_013657916.1:30946-31140	11	186	59	31.72	80.56	100	68.82	66.08	61.58	84.41	83.87	82.58	86.56	84.95	83.33	84.03	LOC106539604	194	0.19	61.58	82.58
NW_013660180.1:90271-91103	11	309	98	31.72	80.57	100	64.75	62.41	64.2	85.11	84.79	90.03	90.11	84.47	77.69	82.67	LOC106554013	832	0.19	62.41	77.69
NW_013658699.1:187911-188667	11	756	188	24.87	80.57	100	61.05	66.17	65.06	84.39	83.14	87.57	88.89	83.86	83.47	82.67	LOC106547597	756	0.19	61.05	82.67
NW_013662075.1:394-555	11	99	32	32.32	80.58	100	74.75	71.72	71.72	67.68	81.82	84.31	86.87	82.83	80.81	83.87	SERPINB1	161	0.19	67.68	67.68
NW_013659012.1:247515-247779	11	252	92	36.51	80.59	100	64.26	68.24	66.27	83.73	83.73	86.51	85.71	84.52	77.38	86.11	LOC106549520	264	0.19	64.26	77.38
NW_013659603.1:26092-26275	11	180	55	30.56	80.59	100	58.62	70.45	62.88	85.56	85.56	86.67	89.44	85	79.55	82.78	SLC31A2	183	0.19	58.62	79.55
