,,%Identity,,,,,,,,,
QLTV01002260.1:2382021-2382925,LFLD01069574.1,88.889,36,2,2,349,383,995,1029,0.48,41
QLTV01002260.1:2382021-2382925,LFLD01043584.1,86.111,36,3,1,587,622,30718,30685,0.48,41
QLTV01002260.1:2382021-2382925,LFLD01019252.1,95.833,24,1,0,368,391,24572,24549,1.7,40.1
QLTV01002260.1:2382021-2382925,LFLD01148921.1,87.097,31,4,0,364,394,8195,8225,1.7,39.2
QLTV01002260.1:2382021-2382925,LFLD01107063.1,92.308,26,2,0,369,394,13620,13645,1.7,39.2
QLTV01002260.1:2382021-2382925,LFLD01088831.1,83.333,36,6,0,410,445,4482,4447,1.7,39.2
QLTV01002260.1:5031452-5032408,LFLD01125862.1,85.952,961,58,12,5,957,3530,2639,0,1141
QLTV01002260.1:5031452-5032408,LFLD01116852.1,75.862,87,21,0,211,297,13811,13897,1.47E-07,63.5
QLTV01002260.1:5031452-5032408,LFLD01068576.1,67.857,224,53,8,221,442,5074,5280,5.15E-07,61.7
QLTV01002260.1:5031452-5032408,LFLD01026772.1,100,31,0,0,1,31,6169,6139,6.27E-06,57.2
QLTV01002260.1:5031452-5032408,LFLD01153607.1,91.892,37,3,0,1,37,14627,14663,7.64E-05,54.5
QLTV01002260.1:5031452-5032408,LFLD01017888.1,91.892,37,3,0,1,37,16676,16712,7.64E-05,54.5
QLTV01002260.1:5031452-5032408,LFLD01017966.1,89.744,39,4,0,1,39,2300,2262,7.64E-05,53.6
QLTV01002260.1:5031452-5032408,LFLD01036284.1,87.5,40,5,0,1,40,7190,7229,0.001,50.9
QLTV01002260.1:5031452-5032408,LFLD01125798.1,96.552,29,1,0,1,29,4321,4293,0.003,49.1
QLTV01002260.1:5031452-5032408,LFLD01110531.1,96.552,29,1,0,1,29,18841,18869,0.003,49.1
QLTV01002264.1:1000944-1001932,LFLD01000655.1,82.636,956,81,15,1,949,5962,5085,0,985
QLTV01002264.1:1000944-1001932,LFLD01148348.1,96.552,29,1,0,792,820,26960,26988,0.003,49.1
QLTV01002264.1:1000944-1001932,LFLD01148348.1,89.655,29,3,0,792,820,26996,27024,1.7,40.1
QLTV01002264.1:1000944-1001932,LFLD01161839.1,84.444,45,6,1,792,836,347,304,0.011,47.3
QLTV01002264.1:1000944-1001932,LFLD01146769.1,87.179,39,2,1,143,181,9752,9717,0.011,47.3
QLTV01002264.1:1000944-1001932,LFLD01154755.1,93.333,30,2,0,792,821,3334,3363,0.011,46.4
QLTV01002264.1:1000944-1001932,LFLD01154755.1,92,25,2,0,790,814,30171,30147,5.9,37.4
QLTV01002264.1:1000944-1001932,LFLD01083976.1,93.333,30,2,0,792,821,1390,1361,0.011,46.4
QLTV01002264.1:1000944-1001932,LFLD01170169.1,91.176,34,2,1,792,825,3252,3284,0.04,45.5
QLTV01002264.1:1000944-1001932,LFLD01143851.1,86.486,37,5,0,133,169,1129,1165,0.04,45.5
QLTV01002264.1:1000944-1001932,LFLD01061973.1,81.633,49,3,2,787,832,10563,10608,0.04,45.5
QLTV01002264.1:1000944-1001932,LFLD01033210.1,88.889,36,2,1,792,827,3100,3067,0.04,45.5
QLTV01002264.1:562178-563091,LFLD01063690.1,87.135,925,88,9,3,914,7278,6372,0,1120
QLTV01002264.1:562178-563091,LFLD01144638.1,83.019,53,6,2,287,336,2342,2290,0.001,50
QLTV01002264.1:562178-563091,LFLD01157764.1,77.778,63,13,1,166,227,140,78,0.003,48.2
QLTV01002264.1:562178-563091,LFLD01026380.1,85.366,41,6,0,873,913,13821,13781,0.003,48.2
QLTV01002264.1:562178-563091,LFLD01023205.1,83.721,43,7,0,872,914,3093,3135,0.011,47.3
QLTV01002264.1:562178-563091,LFLD01170339.1,88.571,35,4,0,880,914,4328,4294,0.011,46.4
QLTV01002264.1:562178-563091,LFLD01170339.1,96,25,1,0,890,914,58,34,0.48,41.9
QLTV01002264.1:562178-563091,LFLD01170339.1,96,25,1,0,890,914,4431,4407,0.48,41.9
QLTV01002264.1:562178-563091,LFLD01170339.1,100,21,0,0,894,914,4094,4074,1.7,39.2
QLTV01002264.1:562178-563091,LFLD01170339.1,100,21,0,0,894,914,4204,4184,1.7,39.2
QLTV01002264.1:562178-563091,LFLD01093652.1,88.571,35,4,0,880,914,9473,9439,0.011,46.4
QLTV01002264.1:562178-563091,LFLD01085294.1,88.571,35,4,0,880,914,4119,4153,0.011,46.4
QLTV01002264.1:562178-563091,LFLD01063996.1,80,50,10,0,179,228,15799,15750,0.011,46.4
QLTV01002264.1:562178-563091,LFLD01024525.1,85.714,42,5,1,874,914,4121,4080,0.011,46.4
QLTV01002273.1:857142-857613,LFLD01108845.1,86.475,451,36,6,1,429,1849,2296,8.65E-150,535
QLTV01002273.1:857142-857613,LFLD01057292.1,77.333,75,9,5,308,381,27252,27185,0.04,44.6
QLTV01002273.1:857142-857613,LFLD01066316.1,92.593,27,1,1,57,83,339,314,5.9,37.4
QLTV01002273.1:857142-857613,LFLD01025523.1,100,20,0,0,250,269,3602,3621,5.9,37.4
QLTV01002273.1:857142-857613,LFLD01023419.1,100,20,0,0,111,130,10548,10529,5.9,37.4
QLTV01002273.1:857142-857613,LFLD01012090.1,79.167,48,6,2,96,139,14570,14523,5.9,37.4
QLTV01002273.1:857142-857613,LFLD01007780.1,92,25,2,0,80,104,2963,2987,5.9,37.4
QLTV01002278.1:1748026-1748942,LFLD01109701.1,93.066,923,51,6,1,917,19466,18551,0,1361
QLTV01002278.1:1748026-1748942,LFLD01086075.1,84.211,38,6,0,518,555,8838,8875,0.14,42.8
QLTV01002278.1:1748026-1748942,LFLD01135374.1,96,25,1,0,780,804,6244,6220,0.48,41.9
QLTV01002278.1:1748026-1748942,LFLD01071849.1,85.714,35,5,0,747,781,5798,5764,0.48,41.9
QLTV01002278.1:1748026-1748942,LFLD01164773.1,92.593,27,2,0,783,809,3688,3714,0.48,41
QLTV01002278.1:1748026-1748942,LFLD01164773.1,92.593,27,2,0,783,809,3893,3919,0.48,41
QLTV01002278.1:1748026-1748942,LFLD01137463.1,100,22,0,0,783,804,6540,6519,0.48,41
QLTV01002278.1:1748026-1748942,LFLD01118837.1,87.5,32,4,0,328,359,2401,2432,0.48,41
QLTV01002278.1:1748026-1748942,LFLD01111458.1,92.593,27,2,0,184,210,4807,4833,0.48,41
QLTV01002278.1:1748026-1748942,LFLD01107694.1,92.593,27,2,0,611,637,150,176,0.48,41
QLTV01002278.1:1748026-1748942,LFLD01025867.1,83.784,37,6,0,361,397,41903,41939,0.48,41
QLTV01002414.1:1236201-1237117,LFLD01149155.1,91.603,917,77,0,1,917,6258,5342,0,1307
QLTV01002414.1:1236201-1237117,LFLD01149155.1,85,40,6,0,1,40,6817,6856,0.011,46.4
QLTV01002414.1:1236201-1237117,LFLD01017862.1,75.258,97,24,0,574,670,10719,10623,3.47E-09,68
QLTV01002414.1:1236201-1237117,LFLD01097948.1,85.366,41,6,0,618,658,14193,14233,0.003,48.2
QLTV01002414.1:1236201-1237117,LFLD01040889.1,77.778,54,11,1,282,334,26033,26086,0.48,41
QLTV01002414.1:1236201-1237117,LFLD01015384.1,80.952,42,8,0,502,543,3596,3637,0.48,41
QLTV01002414.1:1236201-1237117,LFLD01099874.1,85.294,34,5,0,502,535,3331,3298,1.7,40.1
QLTV01002414.1:1236201-1237117,LFLD01156563.1,92.308,26,2,0,309,334,1628,1653,1.7,39.2
QLTV01002414.1:1236201-1237117,LFLD01002550.1,92.308,26,2,0,279,304,24953,24928,1.7,39.2
QLTV01002414.1:1236201-1237117,LFLD01125218.1,92.593,27,0,1,755,779,4553,4527,5.9,38.3
QLTV01002414.1:1236201-1237117,LFLD01075557.1,84.848,33,5,0,484,516,3156,3124,5.9,38.3
QLTV01002419.1:2517428-2518394,LFLD01107490.1,90,980,60,11,1,967,1289,335,0,1311
QLTV01002419.1:2517428-2518394,LFLD01100937.1,85.714,42,5,1,530,570,2664,2623,0.011,46.4
QLTV01002419.1:2517428-2518394,LFLD01123385.1,88.235,34,4,0,155,188,2791,2824,0.04,44.6
QLTV01002419.1:2517428-2518394,LFLD01083316.1,85.366,41,5,1,531,570,1813,1773,0.04,44.6
QLTV01002419.1:2517428-2518394,LFLD01032463.1,90.323,31,3,0,523,553,7870,7840,0.14,43.7
QLTV01002419.1:2517428-2518394,LFLD01056344.1,84.211,38,6,0,930,967,4389,4426,0.14,42.8
QLTV01002419.1:2517428-2518394,LFLD01043137.1,83.333,42,5,1,530,571,8109,8148,0.14,42.8
QLTV01002419.1:2517428-2518394,LFLD01153787.1,88.889,36,1,2,552,585,13187,13221,0.48,41.9
QLTV01002419.1:2517428-2518394,LFLD01152707.1,96,25,1,0,547,571,10417,10393,0.48,41.9
QLTV01002419.1:2517428-2518394,LFLD01104906.1,96,25,1,0,547,571,1450,1474,0.48,41.9
QLTV01002419.1:6397637-6398562,LFLD01067139.1,91.551,935,45,12,1,926,17413,16504,0,1307
QLTV01002419.1:6397637-6398562,LFLD01005196.1,78.571,56,6,2,378,433,428,379,0.04,44.6
QLTV01002419.1:6397637-6398562,LFLD01076212.1,87.879,33,4,0,362,394,19997,20029,0.14,42.8
QLTV01002419.1:6397637-6398562,LFLD01020278.1,100,23,0,0,694,716,1330,1352,0.14,42.8
QLTV01002419.1:6397637-6398562,LFLD01144100.1,83.333,42,6,1,652,693,3105,3065,0.48,41.9
QLTV01002419.1:6397637-6398562,LFLD01074661.1,96,25,1,0,259,283,8365,8341,0.48,41.9
QLTV01002419.1:6397637-6398562,LFLD01048282.1,96,25,1,0,750,774,13210,13234,0.48,41.9
QLTV01002419.1:6397637-6398562,LFLD01135955.1,83.784,37,6,0,365,401,4117,4153,0.48,41
QLTV01002419.1:6397637-6398562,LFLD01095101.1,92.593,27,2,0,441,467,19325,19299,0.48,41
QLTV01002419.1:6397637-6398562,LFLD01070121.1,100,22,0,0,830,851,15531,15552,0.48,41
QLTV01002426.1:646424-647339,LFLD01144955.1,90.267,863,48,3,1,828,4819,5680,0,1197
QLTV01002426.1:646424-647339,LFLD01144955.1,95.833,24,1,0,880,903,5720,5743,1.7,40.1
QLTV01002426.1:646424-647339,LFLD01064604.1,93.103,29,1,1,680,708,11191,11164,0.48,41
QLTV01002426.1:646424-647339,LFLD01152435.1,100,21,0,0,891,911,1489,1509,1.7,39.2
QLTV01002426.1:646424-647339,LFLD01052053.1,83.333,36,6,0,634,669,14591,14556,1.7,39.2
QLTV01002426.1:646424-647339,LFLD01146886.1,95.652,23,1,0,208,230,1303,1325,5.9,38.3
QLTV01002426.1:646424-647339,LFLD01110744.1,82.5,40,1,2,243,281,2904,2938,5.9,38.3
QLTV01002426.1:646424-647339,LFLD01081193.1,95.652,23,1,0,481,503,2571,2549,5.9,38.3
QLTV01002426.1:646424-647339,LFLD01146120.1,100,20,0,0,315,334,5357,5338,5.9,37.4
QLTV01002426.1:646424-647339,LFLD01121174.1,87.097,31,1,1,535,562,7810,7780,5.9,37.4
QLTV01002426.1:646424-647339,LFLD01115637.1,92,25,2,0,887,911,346,322,5.9,37.4
QLTV01002442.1:292530-293455,LFLD01168209.1,84.437,604,48,7,319,918,5599,5038,0,676
QLTV01002442.1:292530-293455,LFLD01067454.1,80,65,6,2,868,926,8122,8185,6.27E-06,57.2
QLTV01002442.1:292530-293455,LFLD01157947.1,81.481,54,10,0,865,918,5523,5470,7.64E-05,53.6
QLTV01002442.1:292530-293455,LFLD01005435.1,82.353,51,3,1,875,925,7077,7121,7.64E-05,53.6
QLTV01002442.1:292530-293455,LFLD01032512.1,88.372,43,4,1,876,918,20885,20926,2.67E-04,52.7
QLTV01002442.1:292530-293455,LFLD01053367.1,80.702,57,4,2,876,926,15984,16039,2.67E-04,51.8
QLTV01002442.1:292530-293455,LFLD01006894.1,84,50,7,1,869,918,1540,1492,2.67E-04,51.8
QLTV01002442.1:292530-293455,LFLD01007266.1,88.636,44,3,2,875,918,899,858,0.001,50.9
QLTV01002442.1:292530-293455,LFLD01155529.1,86.364,44,5,1,875,918,386,428,0.001,50
QLTV01002442.1:292530-293455,LFLD01092792.1,80.769,52,10,0,875,926,2022,1971,0.001,50
QLTV01002442.1:325418-326379,LFLD01168207.1,81.608,908,83,12,80,962,4581,5429,0,907
QLTV01002442.1:325418-326379,LFLD01168207.1,82.222,45,5,2,71,114,7872,7830,1.7,40.1
QLTV01002442.1:325418-326379,LFLD01022851.1,88.571,35,4,0,559,593,26859,26825,0.011,46.4
QLTV01002442.1:325418-326379,LFLD01100217.1,82.609,46,4,2,300,345,3794,3835,0.14,42.8
QLTV01002442.1:325418-326379,LFLD01000156.1,92.857,28,2,0,473,500,6775,6802,0.14,42.8
QLTV01002442.1:325418-326379,LFLD01078459.1,96,25,1,0,83,107,804,780,0.48,41.9
QLTV01002442.1:325418-326379,LFLD01051269.1,78.723,47,10,0,684,730,22812,22766,0.48,41
QLTV01002442.1:325418-326379,LFLD01018999.1,100,22,0,0,470,491,1973,1994,0.48,41
QLTV01002442.1:325418-326379,LFLD01017661.1,78.723,47,10,0,62,108,8580,8626,0.48,41
QLTV01002442.1:325418-326379,LFLD01017067.1,81.818,44,7,1,917,959,7926,7969,0.48,41
QLTV01002442.1:325418-326379,LFLD01088238.1,86.111,36,4,1,474,508,12059,12024,1.7,40.1
QLTV01002442.1:473972-474901,LFLD01032586.1,91.935,930,75,0,1,930,18083,17154,0,1340
QLTV01002442.1:473972-474901,LFLD01054212.1,91.176,34,3,0,610,643,1743,1776,0.003,49.1
QLTV01002442.1:473972-474901,LFLD01128044.1,80.392,51,8,1,596,644,4838,4788,0.04,45.5
QLTV01002442.1:473972-474901,LFLD01027112.1,90.625,32,3,0,610,641,5959,5928,0.04,45.5
QLTV01002442.1:473972-474901,LFLD01027112.1,90.625,32,3,0,610,641,6225,6194,0.04,45.5
QLTV01002442.1:473972-474901,LFLD01129694.1,93.103,29,2,0,616,644,2568,2596,0.04,44.6
QLTV01002442.1:473972-474901,LFLD01090069.1,84.615,39,6,0,605,643,690,728,0.04,44.6
QLTV01002442.1:473972-474901,LFLD01075199.1,88.235,34,4,0,610,643,47656,47689,0.04,44.6
QLTV01002442.1:473972-474901,LFLD01049937.1,88.235,34,4,0,610,643,2465,2432,0.04,44.6
QLTV01002442.1:473972-474901,LFLD01013463.1,93.103,29,2,0,615,643,2660,2632,0.04,44.6
QLTV01002442.1:473972-474901,LFLD01147286.1,80,50,8,1,596,643,22559,22608,0.14,43.7
QLTV01002530.1:1246868-1247813,LFLD01014625.1,95.385,260,12,0,687,946,2988,3247,5.84E-114,416
QLTV01002530.1:1246868-1247813,LFLD01014625.1,83.495,103,12,1,575,677,2571,2668,1.13E-21,110
QLTV01002530.1:1246868-1247813,LFLD01014625.1,94.231,52,3,0,518,569,2377,2428,5.49E-13,81.5
QLTV01002530.1:1246868-1247813,LFLD01014625.1,82.051,39,7,0,196,234,3632,3670,1.7,40.1
QLTV01002530.1:1246868-1247813,LFLD01063610.1,93.333,30,2,0,474,503,13493,13522,0.011,46.4
QLTV01002530.1:1246868-1247813,LFLD01140739.1,96.296,27,1,0,475,501,4434,4408,0.04,45.5
QLTV01002530.1:1246868-1247813,LFLD01008391.1,100,24,0,0,471,494,1071,1048,0.04,44.6
QLTV01002530.1:1246868-1247813,LFLD01102620.1,92.857,28,2,0,864,891,26965,26992,0.14,42.8
QLTV01002530.1:1246868-1247813,LFLD01063848.1,90,30,3,0,199,228,855,826,0.48,41.9
QLTV01002530.1:1246868-1247813,LFLD01032773.1,90.625,32,2,1,835,865,1713,1682,0.48,41.9
QLTV01002530.1:1246868-1247813,LFLD01032772.1,90.625,32,2,1,835,865,2107,2076,0.48,41.9
QLTV01002530.1:1246868-1247813,LFLD01142751.1,92.593,27,2,0,330,356,362,336,0.48,41
QLTV01002530.1:1246868-1247813,LFLD01043998.1,92.593,27,2,0,780,806,9849,9875,0.48,41
QLTV01002530.1:1246868-1247852,LFLD01014625.1,95.987,299,12,0,687,985,2988,3286,3.93E-135,486
QLTV01002530.1:1246868-1247852,LFLD01014625.1,83.495,103,12,1,575,677,2571,2668,1.13E-21,110
QLTV01002530.1:1246868-1247852,LFLD01014625.1,94.231,52,3,0,518,569,2377,2428,5.49E-13,81.5
QLTV01002530.1:1246868-1247852,LFLD01014625.1,82.051,39,7,0,196,234,3632,3670,1.7,40.1
QLTV01002530.1:1246868-1247852,LFLD01063610.1,93.333,30,2,0,474,503,13493,13522,0.011,46.4
QLTV01002530.1:1246868-1247852,LFLD01140739.1,96.296,27,1,0,475,501,4434,4408,0.04,45.5
QLTV01002530.1:1246868-1247852,LFLD01008391.1,100,24,0,0,471,494,1071,1048,0.04,44.6
QLTV01002530.1:1246868-1247852,LFLD01102620.1,92.857,28,2,0,864,891,26965,26992,0.14,42.8
QLTV01002530.1:1246868-1247852,LFLD01063848.1,90,30,3,0,199,228,855,826,0.48,41.9
QLTV01002530.1:1246868-1247852,LFLD01032773.1,90.625,32,2,1,835,865,1713,1682,0.48,41.9
QLTV01002530.1:1246868-1247852,LFLD01032772.1,90.625,32,2,1,835,865,2107,2076,0.48,41.9
QLTV01002530.1:1246868-1247852,LFLD01142751.1,92.593,27,2,0,330,356,362,336,0.48,41
QLTV01002530.1:1246868-1247852,LFLD01043998.1,92.593,27,2,0,780,806,9849,9875,0.48,41
QLTV01002530.1:4037005-4037963,LFLD01145963.1,90.588,170,13,1,161,327,21307,21138,3.95E-59,233
QLTV01002530.1:4037005-4037963,LFLD01132460.1,80.282,71,8,1,402,472,6695,6759,1.21E-08,67.1
QLTV01002530.1:4037005-4037963,LFLD01105843.1,82.54,63,9,2,453,513,9620,9682,6.27E-06,58.1
QLTV01002530.1:4037005-4037963,LFLD01112854.1,74.257,101,21,3,418,514,4314,4215,6.27E-06,57.2
QLTV01002530.1:4037005-4037963,LFLD01075011.1,79.73,74,11,3,440,511,2864,2793,6.27E-06,57.2
QLTV01002530.1:4037005-4037963,LFLD01073595.1,77.612,67,15,0,443,509,2708,2642,7.64E-05,54.5
QLTV01002530.1:4037005-4037963,LFLD01058142.1,70.548,146,27,7,394,528,1963,2103,7.64E-05,53.6
QLTV01002530.1:4037005-4037963,LFLD01099020.1,76.923,65,15,0,393,457,5897,5833,0.001,50.9
QLTV01002530.1:4037005-4037963,LFLD01015467.1,96.667,30,1,0,693,722,7382,7411,0.001,50.9
QLTV01002530.1:4037005-4037963,LFLD01170234.1,73.913,92,14,4,399,486,5110,5025,0.001,50
QLTV01002530.1:4518902-4519887,LFLD01011967.1,94.97,994,34,2,1,986,739,1724,0,1573
QLTV01002530.1:4518902-4519887,LFLD01084493.1,83.673,49,6,1,310,358,549,503,0.001,50.9
QLTV01002530.1:4518902-4519887,LFLD01147701.1,96.552,29,1,0,334,362,5232,5204,0.003,49.1
QLTV01002530.1:4518902-4519887,LFLD01147701.1,92,25,2,0,334,358,5100,5076,5.9,37.4
QLTV01002530.1:4518902-4519887,LFLD01147701.1,92,25,2,0,334,358,5236,5212,5.9,37.4
QLTV01002530.1:4518902-4519887,LFLD01147701.1,92,25,2,0,334,358,16872,16896,5.9,37.4
QLTV01002530.1:4518902-4519887,LFLD01047118.1,91.176,34,3,0,334,367,16118,16085,0.003,49.1
QLTV01002530.1:4518902-4519887,LFLD01010536.1,91.667,36,2,1,328,362,1405,1440,0.003,49.1
QLTV01002530.1:4518902-4519887,LFLD01061691.1,100,26,0,0,330,355,8551,8526,0.003,48.2
QLTV01002530.1:4518902-4519887,LFLD01061691.1,100,22,0,0,334,355,3010,3031,0.48,41
QLTV01002530.1:4518902-4519887,LFLD01061691.1,100,21,0,0,331,351,2781,2801,1.7,39.2
QLTV01002530.1:4518902-4519887,LFLD01061691.1,95.652,23,1,0,332,354,9945,9967,5.9,38.3
QLTV01002530.1:4518902-4519887,LFLD01061691.1,92,25,2,0,331,355,9361,9385,5.9,37.4
QLTV01002530.1:4518902-4519887,LFLD01038320.1,100,26,0,0,329,354,2122,2097,0.003,48.2
QLTV01002530.1:4518902-4519887,LFLD01038320.1,95.652,23,1,0,333,355,1762,1740,5.9,38.3
QLTV01002530.1:4518902-4519887,LFLD01038320.1,95.652,23,1,0,333,355,2021,1999,5.9,38.3
QLTV01002530.1:4518902-4519887,LFLD01038121.1,93.548,31,2,0,332,362,777,747,0.003,48.2
QLTV01002530.1:4518902-4519887,LFLD01023292.1,93.548,31,2,0,333,363,725,755,0.003,48.2
QLTV01002530.1:4518902-4519887,LFLD01023292.1,92.308,26,2,0,333,358,865,890,1.7,39.2
QLTV01002530.1:4518902-4519887,LFLD01023292.1,100,20,0,0,333,352,633,652,5.9,37.4
QLTV01002530.1:4518902-4519887,LFLD01023292.1,92,25,2,0,334,358,697,721,5.9,37.4
QLTV01002530.1:4518902-4519887,LFLD01023292.1,92,25,2,0,334,358,758,782,5.9,37.4
QLTV01002530.1:4518902-4519887,LFLD01094387.1,96.429,28,1,0,331,358,1156,1129,0.011,47.3
QLTV01002538.1:34682-35590,LFLD01124571.1,88.77,935,66,15,1,909,1854,933,0,1181
QLTV01002538.1:34682-35590,LFLD01028362.1,88.889,36,4,0,213,248,11944,11909,0.003,48.2
QLTV01002538.1:34682-35590,LFLD01127426.1,92.857,28,2,0,227,254,13464,13437,0.14,42.8
QLTV01002538.1:34682-35590,LFLD01110804.1,87.879,33,4,0,222,254,24362,24394,0.14,42.8
QLTV01002538.1:34682-35590,LFLD01011410.1,92.857,28,2,0,279,306,91766,91793,0.14,42.8
QLTV01002538.1:34682-35590,LFLD01011410.1,86.667,30,4,0,226,255,6839,6868,5.9,37.4
QLTV01002538.1:34682-35590,LFLD01060917.1,90,30,3,0,310,339,2688,2659,0.48,41.9
QLTV01002538.1:34682-35590,LFLD01141377.1,90.323,31,1,1,225,253,34537,34567,0.48,41
QLTV01002538.1:34682-35590,LFLD01118136.1,90.323,31,1,1,232,262,1992,1964,0.48,41
QLTV01002538.1:34682-35590,LFLD01024600.1,81.818,44,7,1,236,279,5256,5298,0.48,41
QLTV01002538.1:34682-35590,LFLD01024478.1,92.593,27,2,0,278,304,10103,10077,0.48,41
QLTV01002544.1:1011361-1012268,LFLD01015530.1,92.063,252,11,2,6,257,1494,1736,3.23E-98,364
QLTV01002544.1:1011361-1012268,LFLD01146122.1,69.173,133,36,2,637,767,7826,7697,2.67E-04,51.8
QLTV01002544.1:1011361-1012268,LFLD01128922.1,96.667,30,0,1,157,186,23562,23534,0.011,47.3
QLTV01002544.1:1011361-1012268,LFLD01005374.1,80.392,51,8,1,101,149,14870,14920,0.04,45.5
QLTV01002544.1:1011361-1012268,LFLD01042157.1,77.778,54,9,1,660,713,16482,16432,0.14,42.8
QLTV01002544.1:1011361-1012268,LFLD01040890.1,72.973,74,17,1,536,606,731,804,0.14,42.8
QLTV01002544.1:1011361-1012268,LFLD01027708.1,77.778,54,9,1,212,265,18705,18655,0.14,42.8
QLTV01002544.1:1011361-1012268,LFLD01116482.1,78,50,11,0,647,696,1432,1383,0.48,41.9
QLTV01002544.1:1011361-1012268,LFLD01128848.1,92.593,27,2,0,81,107,181,155,0.48,41
QLTV01002544.1:1011361-1012268,LFLD01118552.1,92.593,27,2,0,6,32,7359,7333,0.48,41
QLTV01002554.1:705287-706252,LFLD01055055.1,79.825,114,12,5,855,966,142,246,1.06E-15,90.6
QLTV01002554.1:705287-706252,LFLD01166643.1,74.766,107,14,2,844,950,1014,1107,2.34E-11,75.2
QLTV01002554.1:705287-706252,LFLD01128024.1,76.106,113,16,4,856,966,4478,4375,2.34E-11,75.2
QLTV01002554.1:705287-706252,LFLD01157175.1,77.143,105,14,4,862,965,7466,7371,8.15E-11,73.4
QLTV01002554.1:705287-706252,LFLD01096794.1,72.973,111,21,1,856,966,3556,3455,9.93E-10,69.8
QLTV01002554.1:705287-706252,LFLD01141989.1,74.757,103,17,2,854,956,9681,9774,3.47E-09,68.9
QLTV01002554.1:705287-706252,LFLD01024519.1,75.238,105,16,3,861,964,615,520,3.47E-09,68.9
QLTV01002554.1:705287-706252,LFLD01108933.1,86.441,59,7,1,909,966,4070,4012,3.47E-09,68
QLTV01002554.1:705287-706252,LFLD01105632.1,86.441,59,7,1,909,966,1612,1670,3.47E-09,68
QLTV01002554.1:705287-706252,LFLD01160966.1,86.207,58,7,1,910,966,1055,1112,1.21E-08,66.2
QLTV01002555.1:692792-693717,LFLD01048489.1,88.512,766,50,10,189,926,6092,6847,0,975
QLTV01002555.1:692792-693717,LFLD01114594.1,86.081,273,15,4,30,296,2030,1775,2.84E-86,324
QLTV01002555.1:692792-693717,LFLD01007679.1,94.118,34,2,0,892,925,5608,5641,7.64E-05,53.6
QLTV01002555.1:692792-693717,LFLD01141725.1,94.286,35,1,1,892,925,34838,34804,2.67E-04,51.8
QLTV01002555.1:692792-693717,LFLD01034641.1,94.286,35,1,1,892,925,1461,1495,2.67E-04,51.8
QLTV01002555.1:692792-693717,LFLD01088429.1,85.417,48,3,2,883,926,463,510,0.001,50.9
QLTV01002555.1:692792-693717,LFLD01065570.1,91.429,35,3,0,891,925,6970,7004,0.001,50.9
QLTV01002555.1:692792-693717,LFLD01084443.1,82.353,51,8,1,64,114,1294,1245,0.003,49.1
QLTV01002555.1:692792-693717,LFLD01004100.1,91.176,34,3,0,892,925,33219,33252,0.003,49.1
QLTV01002555.1:692792-693717,LFLD01119830.1,80.702,57,8,2,643,698,783,729,0.003,48.2
QLTV01002680.1:1376133-1377068,LFLD01057982.1,94.54,934,45,2,3,936,22112,23039,0,1452
QLTV01002680.1:1376133-1377068,LFLD01143236.1,93.333,30,2,0,330,359,2804,2833,0.011,46.4
QLTV01002680.1:1376133-1377068,LFLD01085591.1,85.714,42,5,1,295,336,1144,1104,0.011,46.4
QLTV01002680.1:1376133-1377068,LFLD01061030.1,93.333,30,2,0,328,357,2309,2338,0.011,46.4
QLTV01002680.1:1376133-1377068,LFLD01061030.1,93.333,30,1,1,328,357,2133,2161,0.14,42.8
QLTV01002680.1:1376133-1377068,LFLD01061030.1,90,30,2,1,329,357,2784,2813,5.9,38.3
QLTV01002680.1:1376133-1377068,LFLD01002342.1,96.296,27,1,0,329,355,931,905,0.04,45.5
QLTV01002680.1:1376133-1377068,LFLD01129816.1,90.323,31,3,0,328,358,3356,3386,0.14,43.7
QLTV01002680.1:1376133-1377068,LFLD01094865.1,90.323,31,3,0,329,359,1993,1963,0.14,43.7
QLTV01002680.1:1376133-1377068,LFLD01049298.1,96.429,28,0,1,328,355,134,108,0.14,43.7
QLTV01002680.1:1376133-1377068,LFLD01009975.1,90.323,31,3,0,329,359,966,936,0.14,43.7
QLTV01002680.1:1376133-1377068,LFLD01141027.1,93.333,30,1,1,329,357,1437,1408,0.14,42.8
QLTV01002691.1:853242-854203,LFLD01050069.1,92.213,488,33,2,480,962,11782,11295,0,705
QLTV01002691.1:853242-854203,LFLD01050070.1,82.645,121,8,3,1,120,763,655,1.79E-25,123
QLTV01002691.1:853242-854203,LFLD01050070.1,90.625,64,6,0,204,267,363,300,1.06E-15,89.7
QLTV01002691.1:853242-854203,LFLD01121588.1,88.235,34,2,1,622,653,2128,2095,0.48,41.9
QLTV01002691.1:853242-854203,LFLD01013431.1,78.846,52,10,1,559,610,3043,2993,0.48,41.9
QLTV01002691.1:853242-854203,LFLD01174536.1,92.593,27,2,0,585,611,1086,1060,0.48,41
QLTV01002691.1:853242-854203,LFLD01143949.1,87.5,32,4,0,532,563,16299,16330,0.48,41
QLTV01002691.1:853242-854203,LFLD01150192.1,84.211,38,4,1,526,563,8665,8700,1.7,40.1
QLTV01002691.1:853242-854203,LFLD01036937.1,89.655,29,3,0,248,276,10390,10418,1.7,40.1
QLTV01002691.1:853242-854203,LFLD01141756.1,92.308,26,2,0,408,433,1845,1820,1.7,39.2
