coordinates	ContigAccession	StartPosition	EndPosition	TargetLength
QLTV01003831.1:c645260-644327	QLTV01003831.1	644327	645260	934
QLTV01003900.1:1924883-1925830	QLTV01003900.1	1924883	1925830	948
QLTV01003900.1:1993756-1994749	QLTV01003900.1	1993756	1994749	994
QLTV01003938.1:96001-96900	QLTV01003938.1	96001	96900	900
QLTV01003957.1:c464549-463571	QLTV01003957.1	463571	464549	979
QLTV01003958.1:32260-33224	QLTV01003958.1	32260	33224	965
QLTV01003959.1:1175777-1176748	QLTV01003959.1	1175777	1176748	972
QLTV01003959.1:1499208-1500195	QLTV01003959.1	1499208	1500195	988
QLTV01003960.1:c1560613-1559706	QLTV01003960.1	1559706	1560613	908
QLTV01003962.1:386473-387462	QLTV01003962.1	386473	387462	990
QLTV01003964.1:171777-172753	QLTV01003964.1	171777	172753	977
QLTV01003965.1:249510-250428	QLTV01003965.1	249510	250428	919
QLTV01003965.1:c503501-502592	QLTV01003965.1	502592	503501	910
QLTV01003967.1:621588-622493	QLTV01003967.1	621588	622493	906
QLTV01003972.1:117392-118370	QLTV01003972.1	117392	118370	979
QLTV01003974.1:593906-594864	QLTV01003974.1	593906	594864	959
QLTV01003974.1:593906-594888	QLTV01003974.1	593906	594888	983
QLTV01003975.1:1303417-1304347	QLTV01003975.1	1303417	1304347	931
QLTV01003977.1:655546-656503	QLTV01003977.1	655546	656503	958
QLTV01003977.1:c936724-935745	QLTV01003977.1	935745	936724	980
QLTV01003980.1:98386-99311	QLTV01003980.1	98386	99311	926
QLTV01003980.1:132171-133136	QLTV01003980.1	132171	133136	966
QLTV01003982.1:c145384-144472	QLTV01003982.1	144472	145384	913
QLTV01003982.1:384179-385144	QLTV01003982.1	384179	385144	966
QLTV01003982.1:392677-393598	QLTV01003982.1	392677	393598	922
QLTV01003983.1:271150-272120	QLTV01003983.1	271150	272120	971
QLTV01003983.1:316948-317891	QLTV01003983.1	316948	317891	944
QLTV01003983.1:c676717-675765	QLTV01003983.1	675765	676717	953
QLTV01003983.1:921399-922358	QLTV01003983.1	921399	922358	960
QLTV01003984.1:665732-666680	QLTV01003984.1	665732	666680	949
QLTV01003988.1:c46211-45291	QLTV01003988.1	45291	46211	921
QLTV01003994.1:c963226-962279	QLTV01003994.1	962279	963226	948
QLTV01003994.1:c2351760-2350831	QLTV01003994.1	2350831	2351760	930
QLTV01003994.1:c3047781-3046825	QLTV01003994.1	3046825	3047781	957
QLTV01003994.1:3233682-3234616	QLTV01003994.1	3233682	3234616	935
QLTV01004005.1:31528-32482	QLTV01004005.1	31528	32482	955
QLTV01004007.1:687923-688839	QLTV01004007.1	687923	688839	917
QLTV01004007.1:c905835-904922	QLTV01004007.1	904922	905835	914
QLTV01004007.1:1114091-1115049	QLTV01004007.1	1114091	1115049	959
QLTV01004007.1:1152482-1153414	QLTV01004007.1	1152482	1153414	933
QLTV01004015.1:301571-302536	QLTV01004015.1	301571	302536	966
QLTV01004019.1:14119-15098	QLTV01004019.1	14119	15098	980
QLTV01004024.1:66778-67703	QLTV01004024.1	66778	67703	926
QLTV01004033.1:438232-439196	QLTV01004033.1	438232	439196	965
QLTV01004057.1:c16264-15314	QLTV01004057.1	15314	16264	951
QLTV01004079.1:c92797-91869	QLTV01004079.1	91869	92797	929
QLTV01004081.1:c872128-871149	QLTV01004081.1	871149	872128	980
QLTV01004082.1:429835-430808	QLTV01004082.1	429835	430808	974
QLTV01004082.1:1004648-1005558	QLTV01004082.1	1004648	1005558	911
QLTV01004082.1:1254834-1255818	QLTV01004082.1	1254834	1255818	985
QLTV01004082.1:1693326-1694298	QLTV01004082.1	1693326	1694298	973
QLTV01004082.1:c1855630-1854680	QLTV01004082.1	1854680	1855630	951
QLTV01004082.1:c1871205-1870229	QLTV01004082.1	1870229	1871205	977
QLTV01004082.1:2654558-2655461	QLTV01004082.1	2654558	2655461	904
QLTV01004082.1:3276683-3277662	QLTV01004082.1	3276683	3277662	980
QLTV01004082.1:c3807920-3806923	QLTV01004082.1	3806923	3807920	998
QLTV01004082.1:4283499-4284463	QLTV01004082.1	4283499	4284463	965
QLTV01004082.1:4303584-4304577	QLTV01004082.1	4303584	4304577	994
QLTV01004082.1:6189833-6190760	QLTV01004082.1	6189833	6190760	928
QLTV01004083.1:c449674-448685	QLTV01004083.1	448685	449674	990
QLTV01004083.1:c449674-448711	QLTV01004083.1	448711	449674	964
QLTV01004083.1:c1175106-1174137	QLTV01004083.1	1174137	1175106	970
QLTV01004083.1:1746589-1747497	QLTV01004083.1	1746589	1747497	909
QLTV01004083.1:2108859-2109831	QLTV01004083.1	2108859	2109831	973
QLTV01004085.1:474333-475254	QLTV01004085.1	474333	475254	922
QLTV01004085.1:c1096603-1095635	QLTV01004085.1	1095635	1096603	969
QLTV01004085.1:c2664349-2663447	QLTV01004085.1	2663447	2664349	903
QLTV01004085.1:c3715298-3714377	QLTV01004085.1	3714377	3715298	922
QLTV01004085.1:4754826-4755740	QLTV01004085.1	4754826	4755740	915
QLTV01004085.1:4818951-4819915	QLTV01004085.1	4818951	4819915	965
QLTV01004086.1:647801-648740	QLTV01004086.1	647801	648740	940
QLTV01004086.1:c671559-670634	QLTV01004086.1	670634	671559	926
QLTV01004086.1:c1115968-1114979	QLTV01004086.1	1114979	1115968	990
QLTV01004086.1:2097581-2098504	QLTV01004086.1	2097581	2098504	924
QLTV01004086.1:c2975984-2975031	QLTV01004086.1	2975031	2975984	954
QLTV01004086.1:4854196-4855180	QLTV01004086.1	4854196	4855180	985
QLTV01004086.1:4873609-4874524	QLTV01004086.1	4873609	4874524	916
QLTV01004086.1:c4965062-4964093	QLTV01004086.1	4964093	4965062	970
QLTV01004086.1:6693737-6694684	QLTV01004086.1	6693737	6694684	948
QLTV01004086.1:6693737-6694716	QLTV01004086.1	6693737	6694716	980
QLTV01004086.1:c6831721-6830740	QLTV01004086.1	6830740	6831721	982
QLTV01004086.1:c7482648-7481744	QLTV01004086.1	7481744	7482648	905
QLTV01004086.1:7596074-7597047	QLTV01004086.1	7596074	7597047	974
QLTV01004087.1:c140852-139901	QLTV01004087.1	139901	140852	952
QLTV01004087.1:1780515-1781470	QLTV01004087.1	1780515	1781470	956
QLTV01004088.1:c286176-285245	QLTV01004088.1	285245	286176	932
QLTV01004090.1:c531651-530714	QLTV01004090.1	530714	531651	938
QLTV01004092.1:243148-244137	QLTV01004092.1	243148	244137	990
QLTV01004092.1:c641174-640236	QLTV01004092.1	640236	641174	939
QLTV01004095.1:c335369-334446	QLTV01004095.1	334446	335369	924
QLTV01004095.1:551642-552638	QLTV01004095.1	551642	552638	997
QLTV01004096.1:c216114-215203	QLTV01004096.1	215203	216114	912
QLTV01004096.1:c502215-501268	QLTV01004096.1	501268	502215	948
QLTV01004096.1:621766-622703	QLTV01004096.1	621766	622703	938
QLTV01004096.1:c868586-867606	QLTV01004096.1	867606	868586	981
QLTV01004096.1:c1161191-1160265	QLTV01004096.1	1160265	1161191	927
QLTV01004096.1:1179025-1179992	QLTV01004096.1	1179025	1179992	968
QLTV01004096.1:c1536841-1535927	QLTV01004096.1	1535927	1536841	915
QLTV01004096.1:c1723603-1722645	QLTV01004096.1	1722645	1723603	959
QLTV01004096.1:c1737788-1736819	QLTV01004096.1	1736819	1737788	970
QLTV01004096.1:1898067-1899011	QLTV01004096.1	1898067	1899011	945
QLTV01004096.1:1926730-1927712	QLTV01004096.1	1926730	1927712	983
QLTV01004097.1:c1519961-1519019	QLTV01004097.1	1519019	1519961	943
QLTV01004097.1:2251738-2252724	QLTV01004097.1	2251738	2252724	987
QLTV01004097.1:3015596-3016567	QLTV01004097.1	3015596	3016567	972
QLTV01004097.1:3016242-3017239	QLTV01004097.1	3016242	3017239	998
QLTV01004098.1:c1234696-1233703	QLTV01004098.1	1233703	1234696	994
QLTV01004098.1:2110563-2111515	QLTV01004098.1	2110563	2111515	953
QLTV01004098.1:2653585-2654520	QLTV01004098.1	2653585	2654520	936
QLTV01004098.1:c5218989-5218022	QLTV01004098.1	5218022	5218989	968
QLTV01004100.1:2660610-2661588	QLTV01004100.1	2660610	2661588	979
QLTV01004100.1:c3001636-3000639	QLTV01004100.1	3000639	3001636	998
QLTV01004101.1:64795-65719	QLTV01004101.1	64795	65719	925
QLTV01004101.1:801739-802725	QLTV01004101.1	801739	802725	987
QLTV01004101.1:1182254-1183186	QLTV01004101.1	1182254	1183186	933
QLTV01004101.1:c1198771-1197834	QLTV01004101.1	1197834	1198771	938
QLTV01004101.1:2605550-2606507	QLTV01004101.1	2605550	2606507	958
QLTV01004101.1:c2904774-2903826	QLTV01004101.1	2903826	2904774	949
QLTV01004101.1:c2904774-2903851	QLTV01004101.1	2903851	2904774	924
QLTV01004104.1:937024-937932	QLTV01004104.1	937024	937932	909
QLTV01004104.1:c1573182-1572247	QLTV01004104.1	1572247	1573182	936
QLTV01004104.1:1943321-1944251	QLTV01004104.1	1943321	1944251	931
QLTV01004107.1:56749-57687	QLTV01004107.1	56749	57687	939
QLTV01004107.1:482107-483051	QLTV01004107.1	482107	483051	945
QLTV01004111.1:c239501-238583	QLTV01004111.1	238583	239501	919
QLTV01004115.1:c18257-17356	QLTV01004115.1	17356	18257	902
QLTV01004117.1:c23945-22959	QLTV01004117.1	22959	23945	987
QLTV01004118.1:41075-42050	QLTV01004118.1	41075	42050	976
QLTV01004118.1:173599-174580	QLTV01004118.1	173599	174580	982
QLTV01004118.1:c827294-826301	QLTV01004118.1	826301	827294	994
QLTV01004118.1:c827294-826335	QLTV01004118.1	826335	827294	960
QLTV01004118.1:c1261588-1260643	QLTV01004118.1	1260643	1261588	946
QLTV01004120.1:233097-234030	QLTV01004120.1	233097	234030	934
QLTV01004135.1:c106492-105528	QLTV01004135.1	105528	106492	965
QLTV01004139.1:76893-77831	QLTV01004139.1	76893	77831	939
QLTV01004142.1:c792719-791723	QLTV01004142.1	791723	792719	997
QLTV01004145.1:c28911-27968	QLTV01004145.1	27968	28911	944
QLTV01004146.1:2881941-2882930	QLTV01004146.1	2881941	2882930	990
QLTV01004146.1:c3100217-3099227	QLTV01004146.1	3099227	3100217	991
QLTV01004146.1:c3100217-3099256	QLTV01004146.1	3099256	3100217	962
QLTV01004146.1:c3168218-3167243	QLTV01004146.1	3167243	3168218	976
QLTV01004215.1:600789-601692	QLTV01004215.1	600789	601692	904
QLTV01004217.1:c193923-193015	QLTV01004217.1	193015	193923	909
QLTV01004218.1:c90153-89168	QLTV01004218.1	89168	90153	986
QLTV01004222.1:c107407-106502	QLTV01004222.1	106502	107407	906
QLTV01004222.1:c218697-217789	QLTV01004222.1	217789	218697	909
QLTV01004222.1:c1074665-1073735	QLTV01004222.1	1073735	1074665	931
QLTV01004222.1:1228890-1229883	QLTV01004222.1	1228890	1229883	994
QLTV01004222.1:c1831553-1830586	QLTV01004222.1	1830586	1831553	968
QLTV01004222.1:c1831553-1830615	QLTV01004222.1	1830615	1831553	939
QLTV01004222.1:c2138395-2137463	QLTV01004222.1	2137463	2138395	933
QLTV01004222.1:2170397-2171394	QLTV01004222.1	2170397	2171394	998
QLTV01004222.1:2396980-2397957	QLTV01004222.1	2396980	2397957	978
QLTV01004222.1:2397032-2397957	QLTV01004222.1	2397032	2397957	926
QLTV01004222.1:c2741737-2740748	QLTV01004222.1	2740748	2741737	990
QLTV01004222.1:2793418-2794329	QLTV01004222.1	2793418	2794329	912
QLTV01004222.1:2808109-2809023	QLTV01004222.1	2808109	2809023	915
QLTV01004224.1:c510593-509678	QLTV01004224.1	509678	510593	916
QLTV01004225.1:c911385-910477	QLTV01004225.1	910477	911385	909
QLTV01004225.1:c1096594-1095653	QLTV01004225.1	1095653	1096594	942
QLTV01004225.1:2285308-2286231	QLTV01004225.1	2285308	2286231	924
QLTV01004225.1:2323091-2323990	QLTV01004225.1	2323091	2323990	900
QLTV01004228.1:468070-469005	QLTV01004228.1	468070	469005	936
QLTV01004232.1:188994-189933	QLTV01004232.1	188994	189933	940
QLTV01004232.1:313408-314317	QLTV01004232.1	313408	314317	910
QLTV01004232.1:c817444-816495	QLTV01004232.1	816495	817444	950
QLTV01004233.1:c308148-307225	QLTV01004233.1	307225	308148	924
QLTV01004233.1:c800706-799802	QLTV01004233.1	799802	800706	905
QLTV01004233.1:c3008832-3007891	QLTV01004233.1	3007891	3008832	942
QLTV01004233.1:c5573573-5572636	QLTV01004233.1	5572636	5573573	938
QLTV01004235.1:897779-898772	QLTV01004235.1	897779	898772	994
QLTV01004235.1:c1034149-1033165	QLTV01004235.1	1033165	1034149	985
QLTV01004235.1:c1481719-1480818	QLTV01004235.1	1480818	1481719	902
QLTV01004237.1:1333547-1334476	QLTV01004237.1	1333547	1334476	930
QLTV01004242.1:c742777-741811	QLTV01004242.1	741811	742777	967
QLTV01004242.1:c742777-741825	QLTV01004242.1	741825	742777	953
QLTV01004242.1:847260-848160	QLTV01004242.1	847260	848160	901
QLTV01004242.1:1340941-1341925	QLTV01004242.1	1340941	1341925	985
QLTV01004242.1:2006958-2007863	QLTV01004242.1	2006958	2007863	906
QLTV01004242.1:2381565-2382492	QLTV01004242.1	2381565	2382492	928
QLTV01004243.1:c53087-52104	QLTV01004243.1	52104	53087	984
QLTV01004244.1:c1175950-1175012	QLTV01004244.1	1175012	1175950	939
QLTV01004244.1:c1175950-1175038	QLTV01004244.1	1175038	1175950	913
QLTV01004244.1:1377363-1378330	QLTV01004244.1	1377363	1378330	968
QLTV01004245.1:477080-478069	QLTV01004245.1	477080	478069	990
QLTV01004245.1:c492959-492030	QLTV01004245.1	492030	492959	930
QLTV01004245.1:755111-756038	QLTV01004245.1	755111	756038	928
QLTV01004245.1:1207620-1208563	QLTV01004245.1	1207620	1208563	944
QLTV01004248.1:610714-611632	QLTV01004248.1	610714	611632	919
QLTV01004248.1:1470148-1471117	QLTV01004248.1	1470148	1471117	970
QLTV01004248.1:1973685-1974653	QLTV01004248.1	1973685	1974653	969
QLTV01004250.1:1219260-1220195	QLTV01004250.1	1219260	1220195	936
QLTV01004253.1:c311906-310966	QLTV01004253.1	310966	311906	941
QLTV01004253.1:512258-513234	QLTV01004253.1	512258	513234	977
QLTV01004253.1:1371852-1372788	QLTV01004253.1	1371852	1372788	937
QLTV01004253.1:1929474-1930386	QLTV01004253.1	1929474	1930386	913
QLTV01004254.1:c414110-413126	QLTV01004254.1	413126	414110	985
QLTV01004254.1:c537466-536505	QLTV01004254.1	536505	537466	962
QLTV01004254.1:c1599582-1598637	QLTV01004254.1	1598637	1599582	946
QLTV01004256.1:3119139-3120073	QLTV01004256.1	3119139	3120073	935
QLTV01004256.1:3682832-3683792	QLTV01004256.1	3682832	3683792	961
QLTV01004257.1:c1016900-1015978	QLTV01004257.1	1015978	1016900	923
QLTV01004257.1:c1803751-1802786	QLTV01004257.1	1802786	1803751	966
QLTV01004257.1:c1803751-1802846	QLTV01004257.1	1802846	1803751	906
QLTV01004257.1:2606037-2606981	QLTV01004257.1	2606037	2606981	945
QLTV01004259.1:777367-778269	QLTV01004259.1	777367	778269	903
QLTV01004260.1:181218-182171	QLTV01004260.1	181218	182171	954
QLTV01004265.1:c482288-481351	QLTV01004265.1	481351	482288	938
QLTV01004265.1:c1644955-1643964	QLTV01004265.1	1643964	1644955	992
QLTV01004266.1:809576-810482	QLTV01004266.1	809576	810482	907
QLTV01004266.1:809576-810507	QLTV01004266.1	809576	810507	932
QLTV01004266.1:809576-810530	QLTV01004266.1	809576	810530	955
QLTV01004266.1:c1209732-1208810	QLTV01004266.1	1208810	1209732	923
QLTV01004267.1:255224-256124	QLTV01004267.1	255224	256124	901
QLTV01004269.1:c6158-5171	QLTV01004269.1	5171	6158	988
QLTV01004279.1:c1290103-1289133	QLTV01004279.1	1289133	1290103	971
QLTV01004279.1:1997599-1998587	QLTV01004279.1	1997599	1998587	989
QLTV01004279.1:2038339-2039287	QLTV01004279.1	2038339	2039287	949
QLTV01004279.1:2038350-2039287	QLTV01004279.1	2038350	2039287	938
QLTV01004279.1:2510626-2511545	QLTV01004279.1	2510626	2511545	920
QLTV01004279.1:c2740019-2739064	QLTV01004279.1	2739064	2740019	956
QLTV01004282.1:169523-170468	QLTV01004282.1	169523	170468	946
QLTV01004284.1:c593468-592525	QLTV01004284.1	592525	593468	944
QLTV01004287.1:c41531-40558	QLTV01004287.1	40558	41531	974
QLTV01004287.1:c67153-66161	QLTV01004287.1	66161	67153	993
QLTV01004287.1:c67153-66216	QLTV01004287.1	66216	67153	938
QLTV01004293.1:158596-159532	QLTV01004293.1	158596	159532	937
QLTV01004293.1:c215485-214564	QLTV01004293.1	214564	215485	922
QLTV01004297.1:1330778-1331687	QLTV01004297.1	1330778	1331687	910
QLTV01004297.1:3880154-3881110	QLTV01004297.1	3880154	3881110	957
QLTV01004297.1:c5668636-5667722	QLTV01004297.1	5667722	5668636	915
QLTV01004307.1:c64254-63265	QLTV01004307.1	63265	64254	990
QLTV01004384.1:c28615-27658	QLTV01004384.1	27658	28615	958
QLTV01004386.1:234140-235052	QLTV01004386.1	234140	235052	913
QLTV01004387.1:575-1552	QLTV01004387.1	575	1552	978
QLTV01004388.1:c484278-483281	QLTV01004388.1	483281	484278	998
QLTV01004388.1:c484278-483310	QLTV01004388.1	483310	484278	969
QLTV01004388.1:c1180824-1179913	QLTV01004388.1	1179913	1180824	912
QLTV01004389.1:809128-810084	QLTV01004389.1	809128	810084	957
QLTV01004389.1:1220147-1221063	QLTV01004389.1	1220147	1221063	917
QLTV01004389.1:c1274079-1273128	QLTV01004389.1	1273128	1274079	952
QLTV01004389.1:c1298749-1297846	QLTV01004389.1	1297846	1298749	904
QLTV01004389.1:3536812-3537805	QLTV01004389.1	3536812	3537805	994
QLTV01004390.1:c648863-647896	QLTV01004390.1	647896	648863	968
QLTV01004391.1:c552807-551810	QLTV01004391.1	551810	552807	998
QLTV01004391.1:c684345-683363	QLTV01004391.1	683363	684345	983
QLTV01004392.1:1389086-1390023	QLTV01004392.1	1389086	1390023	938
QLTV01004393.1:746305-747237	QLTV01004393.1	746305	747237	933
QLTV01004394.1:c129913-128936	QLTV01004394.1	128936	129913	978
QLTV01004394.1:c129913-128965	QLTV01004394.1	128965	129913	949
QLTV01004394.1:137063-138003	QLTV01004394.1	137063	138003	941
QLTV01004396.1:c154012-153066	QLTV01004396.1	153066	154012	947
QLTV01004398.1:c317168-316222	QLTV01004398.1	316222	317168	947
QLTV01004400.1:c16245-15286	QLTV01004400.1	15286	16245	960
QLTV01004400.1:16238-17147	QLTV01004400.1	16238	17147	910
QLTV01004400.1:c2100036-2099117	QLTV01004400.1	2099117	2100036	920
QLTV01004400.1:c2150424-2149455	QLTV01004400.1	2149455	2150424	970
QLTV01004400.1:c2299983-2299005	QLTV01004400.1	2299005	2299983	979
QLTV01004400.1:c2749006-2748050	QLTV01004400.1	2748050	2749006	957
QLTV01004400.1:3748829-3749729	QLTV01004400.1	3748829	3749729	901
QLTV01004403.1:c223181-222227	QLTV01004403.1	222227	223181	955
QLTV01004403.1:c437341-436440	QLTV01004403.1	436440	437341	902
QLTV01004403.1:897892-898808	QLTV01004403.1	897892	898808	917
QLTV01004403.1:c1301051-1300053	QLTV01004403.1	1300053	1301051	999
QLTV01004403.1:c1938038-1937120	QLTV01004403.1	1937120	1938038	919
QLTV01004403.1:2271497-2272489	QLTV01004403.1	2271497	2272489	993
QLTV01004403.1:4098702-4099688	QLTV01004403.1	4098702	4099688	987
QLTV01004403.1:4209295-4210214	QLTV01004403.1	4209295	4210214	920
QLTV01004406.1:c628513-627570	QLTV01004406.1	627570	628513	944
QLTV01004406.1:c628513-627610	QLTV01004406.1	627610	628513	904
QLTV01004411.1:c208946-207965	QLTV01004411.1	207965	208946	982
QLTV01004416.1:284531-285454	QLTV01004416.1	284531	285454	924
QLTV01004416.1:1736867-1737771	QLTV01004416.1	1736867	1737771	905
QLTV01004416.1:3173029-3173992	QLTV01004416.1	3173029	3173992	964
QLTV01004421.1:243840-244754	QLTV01004421.1	243840	244754	915
QLTV01004421.1:497663-498634	QLTV01004421.1	497663	498634	972
QLTV01004424.1:c168750-167806	QLTV01004424.1	167806	168750	945
QLTV01004426.1:890288-891210	QLTV01004426.1	890288	891210	923
QLTV01004426.1:c1113014-1112092	QLTV01004426.1	1112092	1113014	923
QLTV01004426.1:c1307194-1306221	QLTV01004426.1	1306221	1307194	974
QLTV01004426.1:c2408363-2407441	QLTV01004426.1	2407441	2408363	923
QLTV01004426.1:c2408363-2407459	QLTV01004426.1	2407459	2408363	905
QLTV01004426.1:c2455043-2454046	QLTV01004426.1	2454046	2455043	998
QLTV01004426.1:2787202-2788138	QLTV01004426.1	2787202	2788138	937
QLTV01004426.1:c3148978-3148000	QLTV01004426.1	3148000	3148978	979
QLTV01004426.1:c3939236-3938314	QLTV01004426.1	3938314	3939236	923
QLTV01004426.1:4890282-4891212	QLTV01004426.1	4890282	4891212	931
QLTV01004426.1:4890282-4891246	QLTV01004426.1	4890282	4891246	965
QLTV01004435.1:c19284-18353	QLTV01004435.1	18353	19284	932
QLTV01004435.1:c19284-18375	QLTV01004435.1	18375	19284	910
QLTV01004445.1:1811248-1812188	QLTV01004445.1	1811248	1812188	941
QLTV01004445.1:2863905-2864895	QLTV01004445.1	2863905	2864895	991
QLTV01004445.1:3507134-3508086	QLTV01004445.1	3507134	3508086	953
QLTV01004454.1:710832-711800	QLTV01004454.1	710832	711800	969
QLTV01004454.1:c1446020-1445084	QLTV01004454.1	1445084	1446020	937
QLTV01004454.1:1734469-1735387	QLTV01004454.1	1734469	1735387	919
QLTV01004454.1:c2557281-2556381	QLTV01004454.1	2556381	2557281	901
QLTV01004460.1:c180574-179630	QLTV01004460.1	179630	180574	945
QLTV01004460.1:c470315-469380	QLTV01004460.1	469380	470315	936
QLTV01005276.1:c579682-578743	QLTV01005276.1	578743	579682	940
QLTV01005276.1:c714040-713044	QLTV01005276.1	713044	714040	997
QLTV01009056.1:635650-636615	QLTV01009056.1	635650	636615	966
QLTV01009056.1:c823005-822053	QLTV01009056.1	822053	823005	953
QLTV01009056.1:c2079798-2078843	QLTV01009056.1	2078843	2079798	956
QLTV01009056.1:c2285973-2284999	QLTV01009056.1	2284999	2285973	975
QLTV01009056.1:2625345-2626291	QLTV01009056.1	2625345	2626291	947
QLTV01009056.1:2918034-2918944	QLTV01009056.1	2918034	2918944	911
QLTV01009056.1:c3713888-3712899	QLTV01009056.1	3712899	3713888	990
QLTV01011289.1:c1169-185	QLTV01011289.1	185	1169	985
QLTV01011322.1:c1726-737	QLTV01011322.1	737	1726	990
QLTV01012184.1:3784762-3785725	QLTV01012184.1	3784762	3785725	964
QLTV01012184.1:c4332616-4331645	QLTV01012184.1	4331645	4332616	972
QLTV01012184.1:7142854-7143792	QLTV01012184.1	7142854	7143792	939
QLTV01012186.1:c1070725-1069737	QLTV01012186.1	1069737	1070725	989
QLTV01012186.1:c1445624-1444649	QLTV01012186.1	1444649	1445624	976
QLTV01012189.1:187623-188568	QLTV01012189.1	187623	188568	946
QLTV01012189.1:317973-318899	QLTV01012189.1	317973	318899	927
QLTV01012189.1:c537755-536838	QLTV01012189.1	536838	537755	918
QLTV01012189.1:c775434-774496	QLTV01012189.1	774496	775434	939
QLTV01012191.1:543691-544680	QLTV01012191.1	543691	544680	990
QLTV01012191.1:c1330240-1329259	QLTV01012191.1	1329259	1330240	982
QLTV01012191.1:1332589-1333550	QLTV01012191.1	1332589	1333550	962
QLTV01012192.1:164422-165348	QLTV01012192.1	164422	165348	927
QLTV01012192.1:c880789-879816	QLTV01012192.1	879816	880789	974
QLTV01012193.1:376020-376952	QLTV01012193.1	376020	376952	933
QLTV01012193.1:c2287481-2286499	QLTV01012193.1	2286499	2287481	983
QLTV01012193.1:2393609-2394531	QLTV01012193.1	2393609	2394531	923
QLTV01012193.1:3003722-3004702	QLTV01012193.1	3003722	3004702	981
QLTV01012194.1:c142047-141081	QLTV01012194.1	141081	142047	967
QLTV01012194.1:c1061781-1060861	QLTV01012194.1	1060861	1061781	921
QLTV01012194.1:c1125292-1124336	QLTV01012194.1	1124336	1125292	957
QLTV01012194.1:1329033-1329940	QLTV01012194.1	1329033	1329940	908
QLTV01012194.1:2103623-2104562	QLTV01012194.1	2103623	2104562	940
QLTV01012194.1:2103623-2104590	QLTV01012194.1	2103623	2104590	968
QLTV01012194.1:2931785-2932728	QLTV01012194.1	2931785	2932728	944
QLTV01012194.1:c3621240-3620333	QLTV01012194.1	3620333	3621240	908
QLTV01012194.1:4792121-4793074	QLTV01012194.1	4792121	4793074	954
QLTV01012194.1:5813339-5814251	QLTV01012194.1	5813339	5814251	913
QLTV01012194.1:c7788955-7787981	QLTV01012194.1	7787981	7788955	975
QLTV01012195.1:323899-324839	QLTV01012195.1	323899	324839	941
QLTV01012195.1:719003-719960	QLTV01012195.1	719003	719960	958
QLTV01012195.1:719003-719984	QLTV01012195.1	719003	719984	982
QLTV01012195.1:895827-896784	QLTV01012195.1	895827	896784	958
QLTV01012195.1:c947122-946203	QLTV01012195.1	946203	947122	920
QLTV01012195.1:c1342436-1341491	QLTV01012195.1	1341491	1342436	946
QLTV01012195.1:1914191-1915125	QLTV01012195.1	1914191	1915125	935
QLTV01012195.1:c2093284-2092355	QLTV01012195.1	2092355	2093284	930
QLTV01012195.1:c2221972-2221022	QLTV01012195.1	2221022	2221972	951
QLTV01012195.1:2946145-2947063	QLTV01012195.1	2946145	2947063	919
QLTV01012196.1:891854-892765	QLTV01012196.1	891854	892765	912
QLTV01012196.1:2503055-2504036	QLTV01012196.1	2503055	2504036	982
QLTV01012197.1:58787-59695	QLTV01012197.1	58787	59695	909
QLTV01012197.1:c496036-495134	QLTV01012197.1	495134	496036	903
QLTV01012198.1:c2945429-2944462	QLTV01012198.1	2944462	2945429	968
QLTV01012198.1:c2945429-2944506	QLTV01012198.1	2944506	2945429	924
QLTV01012198.1:3699096-3700044	QLTV01012198.1	3699096	3700044	949
QLTV01012198.1:3739221-3740172	QLTV01012198.1	3739221	3740172	952
QLTV01012198.1:c4518639-4517670	QLTV01012198.1	4517670	4518639	970
QLTV01012198.1:5216635-5217534	QLTV01012198.1	5216635	5217534	900
QLTV01012198.1:5216635-5217599	QLTV01012198.1	5216635	5217599	965
QLTV01012198.1:6936925-6937901	QLTV01012198.1	6936925	6937901	977
QLTV01012198.1:8315620-8316601	QLTV01012198.1	8315620	8316601	982
QLTV01012198.1:c8318604-8317640	QLTV01012198.1	8317640	8318604	965
QLTV01012198.1:c8434183-8433246	QLTV01012198.1	8433246	8434183	938
QLTV01014916.1:407844-408780	QLTV01014916.1	407844	408780	937
QLTV01014916.1:407844-408808	QLTV01014916.1	407844	408808	965
QLTV01014916.1:1240739-1241724	QLTV01014916.1	1240739	1241724	986
QLTV01014916.1:1660263-1661256	QLTV01014916.1	1660263	1661256	994
QLTV01014916.1:c2563650-2562735	QLTV01014916.1	2562735	2563650	916
QLTV01014916.1:6670715-6671649	QLTV01014916.1	6670715	6671649	935
QLTV01014916.1:c8096020-8095073	QLTV01014916.1	8095073	8096020	948
QLTV01014916.1:c9133244-9132250	QLTV01014916.1	9132250	9133244	995
QLTV01020722.1:c273791-272815	QLTV01020722.1	272815	273791	977
QLTV01020727.1:10239-11178	QLTV01020727.1	10239	11178	940
QLTV01020727.1:378897-379871	QLTV01020727.1	378897	379871	975
QLTV01020727.1:392382-393351	QLTV01020727.1	392382	393351	970
QLTV01020727.1:444037-445030	QLTV01020727.1	444037	445030	994
QLTV01020727.1:631963-632946	QLTV01020727.1	631963	632946	984
QLTV01020727.1:c684797-683834	QLTV01020727.1	683834	684797	964
QLTV01020727.1:927319-928300	QLTV01020727.1	927319	928300	982
QLTV01020727.1:c1012322-1011325	QLTV01020727.1	1011325	1012322	998
